,review,label
11,"['breakout', 'lumayan', 'parah', 'coba', 'sabun', 'bagus', 'sensitif', 'kerja', 'tapi', 'sabun', 'habis', 'coba', 'breakout', 'repurchase', 'sabun', 'tapi', 'tidak efek', '', 'sekadar', 'bersih', 'gentle']",1
12,"['lama', 'breakout', 'parah', 'banyak', 'saran', 'face', 'tidak breakout', '', 'jujur', 'tidak efek', '', 'breakout', 'padahal', 'bukan jerawat', '', 'sensasi', 'asa', 'tidak bersih', '', 'asli', 'iseng', 'kapas', 'usap', 'bersih', 'bersih', 'cetaphil', 'kotor']",0
13,"['habis', 'botol', 'bagus', 'sensitif', 'jerawat', 'prone', 'cerita', 'diskon', 'jual', 'liter', 'harga', 'asli', 'hampir']",1
14,"['coba', 'tapi', 'produk', 'minyak', 'makin', 'banyak', 'coba', 'minyak', 'kurang', 'tapi', 'lebih', 'double', 'bersih', 'eksfoliasi', 'banyak', 'banget', 'kotor', 'tempel']",1
15,"['tekstur', 'gel', 'lembut', 'sensasi', 'beda', 'banding', 'face', 'tidak jerawat', '', 'bersih', 'bersih', 'tidak cerah', '', 'tidak kurang', '', 'kusam', 'tapi', 'bersih', 'bisa', 'coba', 'repurchase', 'tidak butuh', '', 'lebih', 'sekadar', 'bersih']",1
16,"['sensitif', 'wajib', 'banget', 'coba', 'masalah', 'jerawat', 'kempes', 'hempas', 'walaupun', 'butuh', 'kurang', 'cetaphil', 'banyak', 'butuh', 'produk', 'rekomendasi']",1
17,"['coba', 'produk', 'bagus', 'klaim', 'lembap', 'muka', 'tidak cocok', '', 'timbul', 'kering', 'proses', 'lembap', 'tidak lembap', '', 'habis', 'rasa', 'tarik', 'bahan', 'kandung']",0
18,"['enak', 'banget', 'bersih', 'benar', 'benar', 'tidak tarik', '', 'tapi', 'bersih', 'banget', 'bersih', 'tidak kesat', '', 'habis', 'cuci', 'paling', 'produk', 'tapi', 'ujung', 'balik', 'bruntus', 'produk', 'salah', 'bantu', 'atas', 'masalah', 'bagus']",1
19,"['kering', 'sensitif', 'tekstur', 'bantu', 'banget', 'efek', 'habis', 'asa', 'bersih', 'lama', 'lama', 'halus', 'gentle', 'tidak tarik', '', 'tekstur', 'gel', 'kental', 'lendir', 'walaupun', 'mahal', 'seh']",1
20,"['gentle', 'tidak busa', '', 'tidak kesat', '', 'tidak efek', '', 'selain', 'lembap', 'sedikit', 'tapi', 'bagus', 'tidak efek', '', 'negatif', 'repurchase']",1
21,"['cetaphil', 'tekstur', 'benar', 'benar', 'gentle', 'banget', 'tidak busa', '', 'tidak tarik', '', 'habis', 'liat', 'segar', 'sehat', 'lama', 'belum', 'breakout', 'bruntus', 'lumayan', 'pengaruh', 'sabar', 'rutin', 'tidak bukan', '', 'buruk', 'produk', 'tapi', 'kurang suka', '', 'tidak busa', '', 'tapi', 'bagus', 'produk']",1
22,"['hampir', 'tahun', 'gentle', 'banget', 'tidak kering', '', 'busa', 'sedikit', 'banget', 'tidak tapi', '', 'gentle', 'kurang tarik', '', 'minyak', 'super', 'ganti', 'tapi', 'bingung', 'cetaphil']",1
23,"['coba', 'awal', 'ajar', 'benar', 'hasil', 'biasa', 'sedikit', 'banget', 'busa', 'rasa', 'kurang bersih', '', 'efek', 'kurang lembap', '', 'kadang', 'sensasi', 'tarik', 'tidak repurchase', '']",0
24,"['tidak asa', '', 'jujur', 'suka', 'banget', 'tidak busa', '', 'tidak parfum', '', 'tidak kering', '', 'kemas', 'simpel', 'tapi', 'tidak suka', '', 'banget', 'suka', 'banyak', 'bisa', 'banget', 'gampang', 'banget', 'tidak tapi', '', 'jujur', 'kurang suka', '', 'tidak segel', '', 'tidak bisa', '', 'banget', 'jamin', 'sabun', 'belum', 'tidak bagus', '', 'lebih', 'baik', 'lebih', 'segel', 'tapi', 'suka', 'banget', 'lama', 'sabun', 'cukup', 'reda', 'bruntus', 'tapi']",1
25,"['bagus', 'banget', 'tapi', 'kering', 'jangan lebih', '', 'kering', 'tapi', 'cocok', 'minyak', 'banget', 'cocok', 'cocok', 'tapi', 'kering', 'banget']",1
26,"['bersih', 'gentle', 'busa', 'tapi', 'tidak kurang', '', 'suka', 'lebih', 'suka', 'busa', 'rasa', 'rasa', 'tebal', 'tidak rasa', '', 'kurang bersih', '', 'walaupun', 'benar', 'bersih', 'jerawat', 'gosok', 'habis', 'merah', 'tapi', 'banyak', 'bagus', 'benar', '']",0
27,"['lama', 'super', 'kering', 'coba', 'face', 'aman', 'tapi', 'face', 'cocok', 'benar', 'bisa', 'super', 'kering', 'busa', 'tidak banyak', '', 'tapi', 'benar', 'rasa', 'bersih', 'banget', 'habis', 'suka']",1
28,"['bagus', 'sensitif', 'tekstur', 'ringan', 'warna', 'putih', 'keruh', 'wangi', 'lembut', 'tidak kesat', '', 'jerawat', 'parah', 'masalah', 'bisa', 'badan', 'akhir', 'sering', 'lebih', 'lembap', 'tapi', 'wajah', 'kurang rekomendasi', '', 'cepat', 'tapi', 'badan', 'bagus', 'lembap', 'busa', 'sedikit', 'klaim', 'free', 'free', 'parfum']",1
29,"['suka', 'banget', 'produk', 'rasa', 'cocok', 'banget', 'bruntus', 'dahi', 'kurang', 'banyak', 'banget', 'kandung', 'bisa', 'kering', 'tapi', 'kering', 'cocok', 'kadang', 'kering', 'banget', 'asa', 'kering', 'tapi', 'langsung', 'produk', 'hidrasi', 'repurchase', 'wajib', 'banget']",1
30,"['sabun', 'banget', 'bagus', 'penasaran', 'benar', 'awal', 'rasa', 'tarik', 'banget', 'tidak rasa', '', 'salah', 'bersih', 'banget', 'tidak lama', '', 'iritasi', 'kering', 'banget', 'banget', 'banget']",0
31,"['tidak bersih', '', 'tidak suka', '', 'licin', 'licin', 'banget', 'belum', 'produk', 'tidak iritasi', '', 'cocok', 'sensitif']",0
32,"['breakout', 'bingung', 'sabun', 'tapi', 'akhir', 'alih', 'tidak masalah', '', 'breakout', 'parah', 'cukup', 'rekomendasi']",1
33,"['aman', 'busa', 'tidak banyak', '', 'tidak tarik', '', 'efek', 'tidak tapi', '', 'bisa', 'habis', 'sabun', 'bagus']",1
34,"['salah', 'cocok', 'efek', 'asa', 'lembut', 'tidak kesat', '', 'kecil', 'gampang', 'banget', 'kulit', 'sensitif', 'tidak takut', '', 'tidak breakout', '']",1
35,"['produk', 'populer', 'tahan', 'sedikit', 'bruntus', 'lama', 'tidak efek', '', 'buruk', 'tapi', 'tidak efek', '', 'bruntus', 'produk', 'bagus', 'tidak cocok', '', 'ganti', 'produk', 'produk', 'lumayan', 'awet', 'tidak cepat', '', 'habis']",0
36,"['produk', 'awal', 'kondisi', 'jerawat', 'bruntus', 'liat', 'banget', 'hasil', 'bersih', 'jerawat', 'bruntus', 'kering', 'lama', 'hilang', 'langsung', 'suka', 'produk', 'lembut', 'tarik', 'lembap', 'bersih', 'padahal', 'serum', 'tambah']",1
37,"['gentle', 'banget', 'tidak bau', '', 'tidak busa', '', 'tidak kering', '', 'suka', 'banget', 'sayang', 'mahal', 'cocok', 'selamat', 'banget', 'bruntus', 'ganti', 'cetaphil', 'langsung', 'sembuh', 'beruntus']",1
38,"['produk', 'jerawat', 'parah', 'kurang kerja', '', 'tapi', 'lebih', 'lembap', 'tekstur', 'saran', 'cetaphil', 'bareng', 'lebih', 'kerja']",1
39,"['cetaphil', 'gentle', 'bersih', 'sangat', 'cocok', 'kering', 'bruntus', 'formula', 'busa', 'lembut', 'tidak iritasi', '', 'tidak kering', '', 'tarik', 'sabun']",1
40,"['cetaphil', 'benar', 'benar', 'gentle', 'rasa', 'tidak aman', '', 'sensitif', 'tidak tarik', '', 'hasil', 'akhir', 'tidak kering', '', 'tapi', 'tidak suka', '', 'rasa', 'tidak bersih', '', 'tidak angkat', '', 'kotor', 'coba', 'bersih', 'kotor', 'lumayan', 'banyak', 'bagus']",1
41,"['jatuh', 'cinta', 'produk', 'perih', 'tidak coba', '', 'cetaphil', 'tidak perih', '', 'cetaphil', 'tahan', 'lebih', 'produk', 'setia', 'stok']",1
42,"['face', 'tidak tarik', '', 'sejak', 'halus', 'komedo', 'jerawat', 'jarang', 'muncul', 'bersih', 'asli', 'bersih', 'luar', 'biasa', 'nyaman', 'banget']",1
43,"['face', 'aman', 'benar', 'benar', 'gentle', 'tidak rasa', '', 'sabun', 'tidak tidak', '', 'tarik', 'tekstur', 'cair', 'klaim', 'banget', 'gentle', 'banget']",1
44,"['gentle', 'tapi', 'tidak cocok', '', 'rasa', 'tidak bersih', '', 'hasil', 'akhir', 'licin', 'kurang suka', '', 'lama', 'lama', 'kasar', 'tekstur', 'kecil', 'tidak rugi', '', 'banget', 'tapi', 'cocok', 'jerawat', 'wajib', 'coba', 'cocok', '']",0
45,"['repurchase', 'face', 'tidak busa', '', 'tapi', 'gentle', 'klaim', 'tidak tarik', '', 'penting', 'bersih', 'banget', 'tidak iritasi', '', 'jerawat', 'cetaphil', 'bisa', 'coba', 'harga']",1
46,"['baik', 'tidak masalah', '', 'bagus', 'enak', 'tidak tarik', '', 'tapi', 'tidak efek', '', 'tidak repurchase', '', 'tidak bosan', '', 'tidak habis', '', 'habis']",1
47,"['kurang rekomendasi', '', 'lengket', 'bukan lembap', '', 'asa', 'lengket', 'lendir', 'awal', 'penasaran', 'coba', 'lengket', 'bruntus', 'banget', 'jidat', 'dagu']",0
48,"['bagus', 'banget', 'jerawat', 'prone', 'bekas', 'jerawat', 'sedikit', 'hilang', 'sejak', 'cetaphil', 'habis', 'tidak kering', '', 'lembap', 'bruntus', 'tidak muncul', '']",1
49,"['beda', 'reaksi', 'maju', 'mundur', 'akhir', 'berani', 'coba', 'betul', 'diskon', 'gratis', 'langsung', 'kurang lebih', '', 'lembap', 'kenyal', 'tapi', 'bekas', 'jerawat', 'belum', 'hilang', 'tekstur', 'kental', 'tidak wangi', '', 'busa', 'rasa', '']",1
50,"['bagus', 'banget', 'bersih', 'awal', 'iseng', 'coba', 'kecil', 'benar', 'holygrail', 'cetaphil', 'benar', 'gentle', 'kurang cocok', '', 'bersih', 'lembap', 'tidak tarik', '', 'cocok', 'syukur', 'banget', 'cocok', 'cetaphil', 'padahal', 'awal']",1
51,"['breakout', 'walaupun', 'tidak banyak', '', 'cekit', 'cekit', 'tidak kandung', '', 'tidak cocok', '', 'rasa', 'tidak angkat', '']",0
52,"['face', 'enak', 'walaupun', 'busa', 'tidak banyak', '', 'tapi', 'lembap', 'cocok', 'banget', 'sensitif', 'biasa', 'badan', 'bagus', 'produk', 'produk', 'cetaphil', 'bersih', 'lama']",1
53,"['tidak parfum', '', 'sedikit', 'busa', 'super', 'gentle', 'bersih', 'kemas', 'besar', 'biasa', 'butuh', 'netral', 'tidak kering', '', 'tambah', 'breakout']",1
54,"['coba', 'bagus', 'rasa', 'licin', 'rasa', 'tidak bersih', '', 'bruntus', 'jerawat', 'tidak pengaruh', '', 'enak', 'tidak kering', '', 'badan']",1
55,"['sensitif', 'jerawat', 'bagus', 'banget', 'tidak perih', '', 'tidak aneh', '', 'aneh', 'busa', 'cukup', 'sedikit', 'tidak kering', '', 'tarik', 'dasar', 'tidak suka', '', 'sabun', 'akhir', 'licin', 'kurang tarik', '', 'repurchase']",0
56,"['cetaphil', 'sensitif', 'cuaca', 'benar', 'bagus', 'banget', 'walaupun', 'rasa', 'tidak minyak', '', 'habis', 'tapi', 'benar', 'cukup', 'bersih', 'sangat', 'promising', 'produk', 'balik', 'dasar', 'dehidrasi']",1
57,"['sensitif', 'banget', 'tidak kering', '', 'tidak minyak', '', 'coba', 'banyak', 'produk', 'janji', 'aman', 'sensitif', 'cetaphil', 'cocok', 'habis', 'rasa', 'enak', 'banget', 'lembut', 'bersih', 'banget', 'tidak asa', '', 'tarik', 'tidak bisa', '', 'lepas']",1
58,"['salah', 'produk', 'cocok', 'nyaman', 'selain', 'alergi', 'punggung', 'bisa', 'tekstur', 'bahan', 'aman', 'banget', 'awal', 'bingung', 'tidak tidak', '', 'bersih', 'tidak kesat', '', 'tarik', 'tapi', 'bagus', 'rekomendasi', 'banget', 'lama', 'susah', 'cocok', 'sabun', 'aman']",1
59,"['rekomendasi', 'bingung', 'banget', 'gentle', 'banget', 'rasa', 'tidak tapi', '', 'bersih', 'lebih', 'mending', 'tapi', 'mending', 'ganti', 'bagus', 'tapi', 'tidak efek', '', 'signifikan', 'tapi']",1
60,"['sabun', 'super', 'gentle', 'face', 'rasa', 'lembut', 'guna', 'produk', 'gila', 'super', 'nyaman', 'tidak perih', '', 'tidak busa', '', 'cocok', 'sensitif', 'banget', 'nyaman']",1
61,"['sensitif', 'cocok', 'banget', 'tapi', 'kurang suka', '', 'tekstur', 'licin', 'harga', 'lumayan', 'tapi', 'efek', 'bagus', 'gampang', 'banget']",0
62,"['bersih', 'aman', 'bisa', 'jerawat', 'parah', 'akhir', 'putus', 'tapi', 'double', 'bersih', 'tidak bersih', '', 'tapi', 'bruntus', 'tambah', 'jerawat', 'bersih', 'cocok', 'banget', 'tidak busa', '']",1
63,"['face', 'bagus', 'banget', 'walaupun', 'tidak busa', '', 'tapi', 'bersih', 'banget', 'hasil', 'wajah', 'licin', 'tapi', 'enak', 'cocok', 'banget', 'rewel', 'kurang', 'harga', 'mahal']",1
64,"['bagus', 'banget', 'tidak efek', '', 'cerah', 'tapi', 'sangat', 'sangat', 'lembap', 'sangat', 'jaga', 'muncul', 'bruntus', 'kurang cocok', '', 'tapi', 'mantap', 'banget', 'balik', 'tidak parfum', '', 'tidak busa', '', 'lebih', 'perhati', '']",1
65,"['awal', 'kondisi', 'kering', 'banget', 'parah', 'cocok', 'benar', 'benar', 'lembap', 'cocok', 'banget', 'tidak jerawat', '', 'masalah']",1
66,"['putus', 'super', 'sensitif', 'kering', 'rasa', 'tarik', 'sabun', 'cocok', 'cetaphil', 'hasil', 'benar', 'hilang', 'merah', 'kering', 'liquid', 'tidak parfum', '', 'makin', 'wangi', 'produk', 'makin', 'tarik', 'cetaphil', 'gentle', 'banget', 'hampir', 'tahun', 'habis', 'rekomendasi', 'banget', 'sembuh', 'sensitif', 'kering', 'juara']",1
67,"['gentle', 'banget', 'tidak rasa', '', 'tidak busa', '', 'minyak', 'bagus', 'tidak sensasi', '', 'tarik', 'enak', 'bisa', 'bisa', 'tidak cukup', '', 'cetaphil']",1
68,"['sensitif', 'tolong', 'banget', 'reda', 'bruntus', 'akibat', 'alergi', 'sangat', 'bantu', 'tekstur', 'cair', 'tidak busa', '', 'wangi', 'tidak sengat', '', 'hampir', 'tidak cium', '', 'bantu', 'banget', 'bersih', 'malas', 'tinggal', 'kapas', 'tidak repot', '']",1
69,"['awal', 'bagus', 'banget', 'jerawat', 'bekas', 'jerawat', 'merah', 'pie', 'face', 'tidak aneh', '', 'akhir', 'coba', 'cetaphil', 'gentle', 'kerja', 'bersih', 'tidak sensasi', '', 'tarik', 'tidak bau', '', 'aneh', 'sayang']",1
70,"['akhir', 'lama', 'cocok', 'banget', 'kulit', 'kering', 'face', 'lembap', 'tidak iritasi', '', 'lama', 'iritasi', 'ujung', 'kering', 'perih']",1
71,"['alam', 'guna', 'produk', 'produk', 'buat', 'kering', 'benar', 'standar', 'tidak bisa', '', 'kurang suka', '', 'rasa', 'rasa', 'kurang bersih', '', 'licin']",0
72,"['tidak tapi', '', 'cetaphil', 'sejak', 'ganti', 'tidak beda', '', 'bantu', 'banget', 'sensitif', 'bruntus', 'henti', 'kurang ampuh', '', 'bersih', 'bersih', 'kurang suka', '', 'tekstur', 'lebih', 'mirip']",0
73,"['tidak biasa', '', 'bukan sabun', '', 'tidak kesat', '', 'tidak liat', '', 'cerah', 'biasa', 'banget', 'tapi', 'merah', 'merah', 'iritasi', 'cocok', 'pakai', 'gentle', 'banget']",0
74,"['hilang', 'bruntus', 'benar', 'lumayan', 'kurang', 'tekstur', 'tidak tekstur', '', 'tidak cerah', '', 'bersih', 'bersih', 'bukan putih', '', 'belum', 'tidak habis', '']",1
75,"['cetaphil', 'jerawat', 'besar', 'salah', 'serum', 'tidak cocok', '', 'tidak instan', '', 'langsung', 'hilang', 'tapi', 'jerawat', 'kempes', 'tidak besar', '', 'tinggal', 'bekas', 'jerawat', 'sedikit', 'belum', 'hilang', 'lebih', 'sehat', 'lembap', 'cetaphil', 'bisa', 'tapi']",1
76,"['akhir', 'face', 'tarik', 'habis', 'lembap', 'tidak kencang', '', 'perih', 'gatal', 'bisa', 'tenang', 'reda', 'awal', 'coba', 'langgan', 'cocok', 'tapi', 'akhir', 'rekomendasi', 'repurchase']",1
77,"['tahun', 'face', 'lumayan', 'kenyal', 'lembap', 'ganti', 'tidak busa', '', 'jerawat', 'muncul', 'hilang', 'pie', 'rutin', 'double', 'bersih']",1
78,"['lumayan', 'lama', 'tahun', 'lebih', 'cetaphil', 'bersih', 'baik', 'lembut', 'aroma', 'aneh', 'aneh', 'tapi', 'jujur', 'suka', 'rasa', 'sensasi', 'licin', 'licin', 'rasa', 'kurang bersih', '', 'hasil', 'cetaphil', 'bersih', 'benar', 'tidak sensitif', '', 'kondisi', 'tapi', 'tidak lebih', '', 'cerah', 'sinar', 'tidak lebih', '', 'lembap', 'gentle', 'bersih', 'bagus', 'sensitif']",1
79,"['suka', 'cetaphil', 'selamat', 'banget', 'dasar', 'rusak', 'langsung', 'cetaphil', 'gentle', 'face', 'banyak', 'banget', 'busa', 'cetaphil', 'benar', 'baik', 'repurchase']",1
80,"['awal', 'coba', 'cocok', 'tekstur', 'cair', 'benar', 'benar', 'gentle', 'minyak', 'jerawat', 'cukup', 'bagus', 'rasa', 'lebih', 'lembap', 'minyak', 'kurang']",1
81,"['cocok', 'banget', 'sensitif', 'kering', 'benar', 'benar', 'lembap', 'biasa', 'tidak efek', '', 'tapi', 'rutin', 'cerah', 'jerawat', 'kempes', 'noda', 'hitam', 'wajah', 'pudar', 'tapi', 'tidak instan', '', 'rutin']",1
82,"['gentle', 'bersih', 'tidak gentle', '', 'gel', 'bening', 'tempel', 'banyak', 'wajah', 'tidak rasa', '', 'komedo', 'banyak', 'banget', 'muncul', 'bruntus', 'tekstur', 'lama', 'tidak banget', '']",0
83,"['breakout', 'face', 'gentle', 'cetaphil', 'mana', 'klaim', 'gentle', 'tidak cocok', '', 'bruntus', 'kurang suka', '', 'licin', 'banget', 'kandung', 'tidak repurchase', '', 'lagi']",0
84,"['produk', 'sangat', 'sangat', 'rekomendasi', 'sensitif', 'busa', 'tapi', 'tinggal', 'kesan', 'bersih', 'tidak timbul', '', 'efek', 'tidak sabar', '', 'sabun', 'habis', 'botol', 'produk']",0
85,"['awal', 'suka', 'face', 'bantu', 'bersih', 'hasil', 'akhir', 'tidak minyak', '', 'kurang busa', '', 'repurchase', 'tapi', 'sayang', 'tidak rasa', '', 'awal', 'semkain', 'minyak', 'kurang asa', '', 'bersih']",0
86,"['mulus', 'kinclong', 'tambah', 'awal', 'coba', 'rasa', 'segar', 'akhir', 'untung', 'kemas', 'tidak rugi', '', 'rugi', 'akhir', 'kering', 'kelupas', 'bekas', 'jerawat', 'rasa', 'benar', 'benar', 'hilang', 'lembap']",0
87,"['cetaphil', 'racun', 'bruntus', 'cetaphil', 'lumayan', 'reda', 'tapi', 'semkain', 'bersih', 'debu', 'selain', 'tidak spesial', '', 'cocok', 'malas', 'ganti', 'sabun', 'ganti', 'sabun', 'pengaruh', 'banget', 'tidak cocok', '', 'malas', 'breakout', 'breakout', 'lagi', 'tidak resiko', '', 'nyaman', 'cetaphil']",1
88,"['coba', 'produk', 'produk', 'kenal', 'sensitif', 'betul', 'sensitif', 'banget', 'coba', 'botol', 'tekstur', 'putih', 'kental', 'tidak bau', '', 'tidak wangi', '', 'asa', 'tekstur']",0
89,"['bersih', 'cinta', 'gentle', 'banget', 'habis', 'asa', 'banget', 'lembap', 'tidak tarik', '', 'suka', 'ganti', 'senka', 'sempurna', 'bagus', 'harga', 'banget', 'repurchase']",1
90,"['racun', 'bagus', 'jerawat', 'bruntus', 'tidak busa', '', 'tekstur', 'cair', 'warna', 'putih', 'aplikasi', 'tidak sabun', '', 'tapi', 'asa', 'bersih', 'rutin', 'lumayan', 'hilang', 'bruntus', 'harga', 'face', 'mahal', 'tapi', 'awet', 'banget', 'jatuh', 'lebih', 'murah', 'promo', 'tapi', 'tidak lebih', '', 'tarik']",1
91,"['coba', 'cetaphil', 'jerawat', 'radang', 'butuh', 'bersih', 'gentle', 'tidak kering', '', 'tarik', 'akhir', 'cetaphil', 'populer', 'coba', 'bersih', 'tidak busa', '', 'tekstur', 'gel', 'pakai', 'tidak rasa', '', 'sabun', 'sangat', 'sayang', 'banget', 'bersih', 'asa', 'kering', 'tarik', 'banget', 'akhir', 'tidak sejak', '', 'kering', 'banget']",0
92,"['sensitif', 'gampang', 'kering', 'coba', 'bersih', 'tidak bahaya', '', 'coba', 'gengges', 'tidak tidak', '', 'busa', 'biasa', 'tapi', 'rasa', 'tapi', 'tapi', 'besar', 'praktis', 'bisa', 'lama', 'tidak tidak', '', 'tidak lebih', '', 'tapi', 'rewel', 'cukup', 'bersih', 'penting', 'bersih', 'tidak kering', '', 'tidak tabrak', '', 'aktif']",1
93,"['repurchase', 'benar', 'benar', 'kerja', 'super', 'kering', 'sensitif', 'sering', 'sabun', 'saran', 'sabun', 'sabun', 'tidak busa', '', 'tapi', 'benar', 'gentle', 'banget', 'repurchase']",1
94,"['cocok', 'konsistensi', 'ringan', 'busa', 'sedikit', 'tidak kering', '', 'lembap', 'banget', 'awet', 'tidak habis', '', 'habis', 'tidak efek', '', 'tidak kering', '', 'busa', 'sedikit', 'banget']",1
95,"['bagus', 'jerawat', 'tidak tambah', '', 'tapi', 'tidak efek', '', 'bruntus', 'banyak', 'tidak hilang', '', 'hilang', 'efek', 'enak', 'nyaman', 'tidak kesat', '', 'tarik', 'tapi', 'tidak efek', '', 'harga', 'mahal', 'habis', 'pindah', 'hadalabo']",0
96,"['walaupun', 'gentle', 'tapi', 'sabun', 'tidak busa', '', 'banyak', 'tapi', 'kering', 'kombinasi', 'cenderung', 'tapi', 'awet', 'harga', 'promo']",0
97,"['jujur', 'rasa', 'tidak jerawat', '', 'lebih', 'mending', 'cerah', 'benar', 'bersih', 'tapi', 'takut', 'coba', 'face', 'coba', 'banyak', 'banyak', 'tidak cocok', '', 'cetaphil', 'tahan']",1
98,"['produk', 'tidak bruntus', '', 'busa', 'sedikit', 'banget', 'tidak parfum', '', 'aman', 'sabun', 'lepas', 'creamy', 'bisa', 'buat', 'tidak breakout', '', 'tapi', 'cerah', 'tenang']",1
99,"['produk', 'timbul', 'jerawat', 'merah', 'henti', 'jerawat', 'merah', 'pudar', 'sangat', 'sangat', 'sensitif', 'kombinasi', 'tapi', 'lebih']",0
100,"['saran', 'bagus', 'banget', 'langsung', 'sangat', 'tidak cocok', '', 'sensitif', 'efek', 'rasa', 'tarik', 'kering', 'muncul', 'bruntus', 'padahal', 'banyak', 'henti']",0
101,"['produk', 'benar', 'benar', 'gentle', 'eksfoliasi', 'kering', 'rasa', 'tarik', 'belum', 'aplikasi', 'lembap', 'blackhead', 'angkat', 'tapi', 'whitehead', 'tidak angkat', '', 'produk']",1
102,"['habis', 'rasa', 'kering', 'tarik', 'sangat', 'asa', 'beda', 'face', 'biasa', 'gampang', 'jerawat', 'tidak cocok', '', 'face']",0
103,"['favorit', 'tidak tarik', '', 'tapi', 'asa', 'banget', 'bersih', 'cerah', 'coba', 'coba', 'hadalabo', 'tapi', 'balik']",1
104,"['tidak cocok', '', 'awal', 'iseng', 'kusam', 'muncul', 'bruntus', 'padahal', 'banget', 'produk', 'hadalabo', 'coba', 'takut', 'produk', 'hadalabo', 'harga', 'murah', 'tapi', '']",0
105,"['cocok', 'produk', 'tidak rasa', '', 'efek', 'signifikan', 'benar', 'tapi', 'malas', 'coba', 'face', 'tidak kering', '', 'tarik', 'bersih', 'takut']",1
