id_train,review,label
38,Nyobain produk dengan kandungan cica pertama kali!! ga mengecewakan super bagus and bener bener calming jerawat aku. jerawat langsung berkurang dan bekas jerawat juga membaik. super reccomendedddd!! nanti soon bakal cobain varian lain dari npure cica hehehe ????????,1
39,"iseng iseng cobain daycream ini ternyata bagus banget ✨, teksturnya padet jadi agak susah diratain dan wanginya kurang cocok sama aku. tapi waktu pake muka langsung keliatan bersih dan cerah bgt???? walaupun aku cuma pake daycream ini waktu ke pantai muka aku sama sekali gak gosong. ",1
40,"Terbilang murah untuk obat jerawat, tapi ga ad perubahan buat jerawat aku, di pake ya biasa aja ga ad efek apapun gatau udh ngabisin brp botol tp hasilnya samaa ajaa, untuk repurchase sepertinya tidak, udh menemukan yg lain yg lbh ampuh heheehe",0
41,"diaku sih ini sebenernya ampuh buat ngangkat minyak 8 jam dan itu work diaku. Cuman beberapa minggu/bulan kemudian, diaku malah jadi keset. Jadi aku berhenti pake. Tapi aku rekomend sih ini buat kalian!!",0
42,"Pelembab ini aku uda pake bertahun tahun dari sma, kebetulan waktu itu kulitku belang dan ternyata produk ini ngebantu banget buat balikin warna kulit. tekstur nya cream warna putih tapi pas di apply dia jadi ngikutin warna kulit kita. aku st oily tapi ini ga bikin muka ku jadi tambang minyak ????",1
43,"beberapa bulan yg lalu nyobain aztec ini karena keracunan tasya farasya, pemakaian pertama sih aman aman ajaa tp besokannya ada muncul bruntusan 2 biji gitu dijidat terus mikirnya mungkin purging, trs waktu pemakaian kedua eh malah nambah lagii. sempet masih posthink mungkin masih proses, trs pemakaian ketiga makin nambah dan malah numbuh satu jerawat gitu dibagian pipi kanan yg biasanya gapernah muncul jerawat. jadi udah ga dilanjutin lagi karena takutt ga cocok:( karena masih ada sisa drpd kebuang, aku kasih ketemen dan kebetulan dia jg mau nyobain, hasilnya sama kaya aku! awalnya dia jg mikir itu proses detox, tp setelah habis 1,5 botol yg share in jar malah makin banyak jerawat dan bruntusannya, jd dia juga udah ngestopin pemakaian masker ini",0
44,"awal beli ini karena mau coba ganti night cream dan yaudah deh coba pake white secret ini. first impression pake ini bangun tidur bikin kulit wajah lembab banget dan bikin kulit wajah jadi cerah juga, wanginya gak terlalu menyengat juga. keknya mau nyoba rangkaian white secret yang lainya deh",1
45,"Wadahnya tube plastik, teksturnya cream putih dan wangi lemon. Basahi wajah sebelum dipakai. Kasih air sedikit pada cream dan gosok di tangan hingga berbusa sebelum diaplikasikan ke muka. Setelah dipakai wajah terasa lembut dan halus serta tampak cerah. Entah kenapa nggak cocok denganku. Wajahku jadi kering. Tidak direkomendasikan untuk kamu yang punya jenis kulit wajah sensitif dan kering.",0
46,"Product yg lg booming bgd dan riview nya bagus .. mana murah produk lokal .. dan syg nya aq ga cocok , uwhhh sedih aq tu , pertama pake lgsg panas perih kaya kebakar dmuka setelah 5menit ilang sih .. nglembapin dan bikin cerah pas pagi tp lgsg tetoot jerewi donk 2 dmuka gede2 gt uda gt door sekitar idung pori2 kebuka kaya kulit jeruk lgsg , dah ga bisa mikir lg .. aq ulang hari kedua dan nambah jerawat lg dan pori2 yg uda kaya kulit jeruk jadi tmbh besar lg dah fix babay bener sama km .. itulqh skincare cocok2an huhuhu",0
47,"overall aku suka sama kandungan vitamin c di moisturizer ini karena pemakaian ke 3 kali kulit wajah aku langsung terlihat perubahannya jadi lebih seger, lebih lembab dan lebih cerah dibanding sebelumnya. Moisturizer nya beneran ngelembabin dan gampang meresap ke kulit, next pasti bakalan invest di moisturizer ini buat night skincare routine aku????",1
48,"cocok untuk kita yang pengen banget cari skincare yg gak bikin kulit sensitif dan cocok untuk semua jenis kulit????????????, skincare ini juga bagus banget, wangi banget dan rekomen banget bagi yang lagi cari skincare yg worth it hasil nya bagus",1
49,"Cari face mist yang nyegerin, ada kandungan vitamin c dan ringan bisa lirik wardah face mist ini. Semprotannya halus dan menyebar dengan baik, kemasannya mini 80 mL dan gampang masuk di tas/make up pouch. Botolnya sendiri plastik dan lumayan kokoh. Baunya ada bau citrus tapi ga kuat, masih aman buat yang sensi sama bebauan. Kalau mau dijadiin toner kok di aku ga terlalu nampol lembabnya, tapi kalau cuma jadi face mist/prep skin sebelum make up enak. Bakal repurchase ~.~",1
50,"Benci tapi cinta sama citra moisturizer ini. 
Gimana ya, BO aku berbulan bulan sampe pusing beli share in jar nyobain satu2 skincare karena takut memperparah keadaan,
Tapi sembuh cuma gara2 dia, receh banget kan yaa kulit aku. ????
Tapi, jerawat sembuh komedo ga ilang. ????????
ternyata citra ini ada kandungan Isopropyl Mysristate di ingredients teratasnya. ????????????
Ternyata perjalananku mencari moisturizer 
masih jauh, bakalan berkelana lagi..
Repurchase? Entahlaahh...",1
51,"Di kulit aku dulu lumayan cocok sih, ga nimbulin jerawat juga setelah pemakaian dan dia bisa mencerahkan kulit juga, jadi setiap selfie atau foto gitu kulit keliatan putih di kamera, cuman kekurangannya di aku, produk ini kurang bisa nahan minyak. Tapi sayangnya aku udah berhenti make nih produk dan nyari sabun muka yg ada manfaat 'kontrol minyak' nya.",1
52,"aku pake peeling ini malah breakout, habis dibilas rasanya ngga nyaman, kaya masi licin gitu muka. tapi mungkin karna memang skinbarrier aku rusak jdinya ngga cocok pake ini, soalnya ini peeling gitu, walaupun gentle.",0
53,"aku beli ini di offline storenya emina, seperti produk produk emina yg lain moisturizer ini harganya cukup terjangkau bagi kalangan pelajar dan mahasiswa. moisturizer ini juga ada spf nya, menurut aku ini hasilnya hampir mirip sama tone up cream sih ada efek mencerahkan seketika dan agak susah diblend, setelah pemakaian aku ngerasa mukaku jadi kering. di muka aku hasilnya jadi abu abu gitu kaya pas pake tone up cream:) akhirnya memutuskan untuk cari cari moisturizer lain.",1
54,"Produk ini sering banget muncul direview instagram, karena ringan dan cocok untuk remaja. Rasa untuk membeli ???????? apalagi produk ini masuk ke seri bright stuff yang memang diperuntukkan untuk mencerahkan. Tapi sayangnya sangat tidak cocokkkkk???????? gatau kenapa setiap pakai moisturizer ini pasti selalu muncul jerawat???????? padahal produknya enak dan sangat easy to blend. Packagingnya juga kecil dan travel friendlyyy",0
55,"Toner penyelamat aku saat breakout atau saat ga cocok sama produk yang aku pakai. Ini SOS aku buat back to basic, dan melembabkannya nampol. Tidak berbau dan kental. Harganya murah bgt buat performance yang keren",1
56,"Aku pake ini karna ngaruh banget buat kulit belang, karna dari SMP suka ada acara outdoor. bertahan sampe SMA karna belum ada yang cocok. hasilnya mencerahkan tapi ga tahan lama. Aku pakenya sepaket sama FW nya, dan dimukaku yang normal. ini cocok",1
57,berharap bisa ilangin bekas jerawat tp gagal lage. waktu itu pakenya di totol2in ke bekas2nya aja karena takut kalo pake 1 muka. tp tiap beberapa hari kemudian pasti disamping bekas bakal ada whitehead gt yg memicu tumbuh jd jerawat huffft. oia sempet jg pake buat di undereye yaa lumayan lah ya bisa bikin cerah dikit,0
58,"Jenis kulitku berminyak dan sensitif, yang mana tidak cocok dengan kandungan tea tree. awalnya sih baik2 aja gaada masalah apapun. tapi lama2 bikin breakout haha. better to check the ingredients first before buying any skincare. syg bgt jdnya padahal masih banyakk",0
59,"Sealing gel yang aku pernah pake sampe tube ke 3. Tapi pas pemakaian tube ke 3 ini ga ada efek sama sekali di mukaku, karena jerawatnya tetep nongkrong asik di mukaku, boro boro pergi, kering aja engga.",0
60,"Sunscreen adalah skincare yang ga boleh diskip setiap mau keluar rumah, bahkan dirumahpun aku tetep pake karena sunscreen sepenting itu untuk kulit. pas aku tau aku berkesempatan untuk mencoba NIVEA SunFace Serum tentu aku sangat excited banget. sunscreen ini aman diwajahku yang acne prone dan sensitif, dia tidak menimbulkan reaksi yang negatif. dan yang gak kalah penting adalah dia ga menimbulkan whitecast sama sekali! thankyou FemaleDaily",1
61,"â€œAda harga ada kualitasâ€ adlh kata yg cocok buat bioderma ini. Even kdg suka ngelus dada ya beli produk ini, tapi emg se worth itu untuk dibeli! Kulit muka org emg beda2 dan kebetulan kulitku cocok bgt sm bioderma ini. Sebenarnya brand yang lain cocok2 juga tapi jujur yang ampuh angkat debu, kotoran, trus make up ya bioderma ini. Kalo kalian mau cobain, bisa banget beli yg travel sizenya dulu ya drpada sayang ga cocok ðŸ¥²",1
62,"Saya pakai ini di skinker malam dan efeknya langsung terasa di pemakaian pertama. Di keesokan harinya, kulit saya jadi lebih halus, teksturnya jadi lebih baik. Untuk kemampuan menyamarkan noda jerawat baru terlihat ketika menghabiskan setengah botol. Alhamdulillah tidak ada efek negatif, mungkin karena kulit saya bukan kukit sensitif",1
63,"sumpah ini tuh bagus bgtt! aku udah repurchase 2x dan emg secocok itu. gara2nya sebulan lalu mukaku timbul jerawat hormon yg ga stabil dan muncul kemerahan yg mengganggu. akhirnya ganti FW yg lebih gentle dan NO SLS lalu mutusin utk beli ini dan dlm 2 minggu mukaku membaik. kulit jd lebih calming dan aman bwt sensitive skin karna ini NO SLS,NO PARABENS,NO ALCOHOL. ga bikin ketarik jg. aku jg pake varian Npure lain seperti face toner dan centella essence nya dan COCOK BGT :"") dari bbrp review ini cpt abis but not for me. aku pake ini bisa sampe sebulan kok. pakenya 2-3 pump aja cukup kok guyss..",1
64,"Pertama kali cobaaa yang kurang suka adalah Baunya kayak obat² gitu dah pokoknya ga terlalu suka sama baunya, katanya bagus buat oily skin, di muka aku ga ngefek apa² sih, cuman karna aku butuh hydrating toner pake ini aja + harganya murah banget, cocok untuk pemula",0
65,"Beli karena hype banget saat itu. Terus pas dipake seminggu 2x, ngerasanya malah kayak blackhead dihidung tambah banyak ga kayak sebelumnya. Ngerasa ga ada ngaruh apa2 dimuka juga selama pemakaian sedih bgt:(",0
66,"Awalnya aku suka sama facial wash ini karena bantu untuk membersihkan wajahku, finishnya ga bikin greasy, dan less foamy sampe aku repurchase botol kedua, tapi sayangnya setelah botol kedua aku gak merasa spt botol pertama lagi, kulitku makin berminyak & kurang terasa bersih",0
67,"Nyobain acnes creamy wash kedua kali, setalah muka tb2 break out lagi. Dulu pertama nyobain pas masih sekolah. tekstur yang lembut banget berbusa dan gampang banget di bilas. karena aku kurang suka fw yang berbentuk gel, karena susah banget di bilasnya. acnes creamy wash best banget deh pokok nya calm bgt di muka aku, dan dia gabikin kering ketarik sm sekali di muka????",1
68,"Coba trial kit rangkaian some by mi AHA, BHA, PHA 30 Days untuk ngatasin jerawat di kening yang gak kunjung sembuh dan bener-bener manjur, rangkaian ini tetap dipakai sebagai yang utama. Tonernya ngebantu serum bekerja lebih optimal.",1
69,"hyaaa suka banget sm face wash npure yg satu ini... bentukan ya cair kan... tp pas di pump ajaib jd foam Gt.. gentle dan mampu mengangkat kotoran di wajah, debu, dan noda bekas make up.. wangi juga.. nyegerin waktu di apply.. lembut.. dan nyaman ke kulit wajah aku. thanks yaa NPURE ❤️",1
70,"pelembab ini cocok banget buat pemilik Oily skin, dia bisa nahan minyak dan hasilnya matte. tapi kalo buat melembabkan, dia kurang di kulit aku. untuk jerawat menurut aku kurang work yaa. harganya murah dan ada mini sizenya juga",1
71,beneran sebenernya ini fw enak soalnya gentle banget tapi gasuka itu muka kaya ketarik banget abis pake ini dan ngerasa kering banget kalo ga cepet cepet dikasih moisturizer dan dia beneran murce untuk ukuran facewash,0
72,Aku beli ini pas first time make pelembab karna harganya murah ada yg eceran nya gitukan nyerahin iya sih tapi bikin beruntusan terus kudu nunggu dulu kering biar gak lengket klo mau jilbab an rusuh gitu buru buru suka lengket gak suka aku sama teksturnya,0
73,"moisturizer ini mampu mengatasi masalah dark spot dan kulit kusam, dan cocok buat kulit berjerawat ata bruntusan selain itu moisturizer ini juga anti aging karena terdapat kandungan vitamin C alami dan juga tekstur cream nya ringan dan mudah meresap. ",1
74,"Sebelumnya sudah sempat coba produk ini tanpa dibarengi seri sakura yang lain. Claim mencerahkan, yes! Namun kali ini, saya coba lengkap sama essence dan serum. Di keesokan hari, langsung muncul satu dua jerawat dan bikin beruntusan. Kapok beneran. ",1
75,"Beli ini pas lagi pulang kampung, dia gampang ditemuin. Untuk kulitku yang berminyak dan berjerawat produk ini nggak cocok, keluar jerewi gede gede. Tapi dia enak dan lembut buat cuci muka. Mungkin produk ini cocok untuk ciwi yang kulitnya kering. Repurchase? No",0
76,"ini joss banget kalo buat tone up kulit. jd auto cerah. pertama pake sih bnr"" oke bnget, makin kesini makin cemas, krntrntr pake rutin buat kulit wajahku kering, scrdr sononga jg cenderung kering si. tp dia bersihin nya total bnget, smpe wkt pke toner, dikapasnya GAADA KOTORAN SAMSEK WOW. ",1
77,"beli ini tergiur diskon murah kalo beli paketan & penasaran banget sama review nya yg bagus. etapi ga efek apa-apa.. beberapa hari pemakaian awal ga ngeh, baru pas ngaca liat muka kok ya, jadi kusam. bener-bener kusam kayak abis jemuran, pdhl ga main panas. trus ada breakout lagi. okay, kelar, ga pake lagi. ",0
78,"Pernah coba ini buat dijadiin toner sebelum bener2 kenal skincare,harganya murah dijual dimana mana setelah pake ini nyegerin wajah sih. But setiap pake ini langsung beruntusan jd ga aku pake lagi. ga ada bau yang mengganggu juga",0
79,"PAkai toner ini jarang2 sih, krn bau nya mint"" gt, krg sk sih. stlh diaplikasikan ke muka, mmg bkin lbh seger. ada kandungan aha bha pha jd dia angkat kulit mati biar muka lbh cerah. ku pakai tiap hr gaa ada mslh di kulitku",1
80,"Beli ini karena lagi pengen ganti pelembab yang mengandung green tea yang katanya bagus buat acne skin, ternyata setelah aku pake selama seminggu malah muncul jerawat kecil. repurchase? noooo thankyou",0
81,"pertama nyoba ini punya mama pas make sekali ngga apa si muka aku besok nya mulai bruntusaan keluar jerawat juga . mungkin untuk kulit sensitif ga cocok kali ya. produk ini memang murah dan gampang dicari cuma nggak cocok di aku :""(",0
82,"produk ini membuat hasil make – up jadi lebih menyatu dengan kulit, terus dia juga buat kulit lebih glowing gitu. Dia emang bener bikin kulit terasa lebih segar Dan lembap. Selama pemakaian aku juga ga ada reaksi negative apapun (hasil setiap orang berbeda). Cuma aku kurang suka dengan aromanya. Menurutku terlalu wangi banget. Juga butirannya menurutku lumayan gede.",1
83,"spot treatment ini ga berpengaruh apapun terhadap jerawatku, ga ngempesin maupun matengin jerawatnya, sewaktu diaplikasikan rasanya dingin, ga bikin kering dikulit sekitar jerawat, warnanya kuning keruh gitu, dan ga berbau",0
84,"Sebagai amunisi jerawat di kulit ku kurang begitu efektif bekerja, memang awal2 di aplikasikan ada sensasi cool bikin rasa peradangan menjadi berkurang, tapi untuk pengempesan jerawatnya agak sedikit lama lebih dari 3 hari (mungkin jg tergantung jenis jerawat nya), tapi karena harganya murah jadi termaafkan..",0
85,"Facial foam tercinta hasil keracunan beauty blogger. Tapi worth the hype sih karena emang bagus banget. Kemampuan membersihkannya juara, busanya seru jadi bikin momen cuci muka jadi ngga membosankan. Dulu jago banget bikin busa ini banyak banyak, sampe temenku aja bingung kenapa busa yang kuhasilkan sebanyak dan se-creamy itu. Produknya banyak banget dan awet berbulan bulan hahaha. Alasan aku berhenti pakai produk ini adalah kandungan pH-nya yang cukup tinggi (8-9, CMIIW) dan aku sempat mengalami masalah kulit dan setelah konsultasi dengan dokter aku disarankan untuk coba pindah dulu ke sabun wajah dengan pH rendah (5-6), dan keterusan sampe sekarang.",1
86,"beberapa kali pake ini gasuka sama hasilnya di muka aku. padahal muka aku kering tapi sunscreen ini bikin oily dan bikin muka keliatan kusam. but in my friends skin who has oily skin, this sunscreen just work ok.",0
87,"Suka banget sma facial wash ini foamnya ringan bnget pas diaplikasikan, gak bikin kulit jadi kering pas udah dipake. Aku udh gnti ganti produk facial wash & aku nemu produk ini langsung jatuh cinta, suka banget❤️",1
