sedih banyak cocok tapi nyata reaksi panas sensasi tidak buruk cocok tapi lama lama muncul komedo akhir henti	0	0	[0.00371441]
terlope jerawat jarang muncul cepat kering hormon kurang telur kacang pedas jerawat cocok jangan lebih belum	1	0	[0.12412915]
cocok tidak kombinasi kesat langsung segar cerah	1	1	[0.9128736]
bagus hilang bekas jerawat tapi muncul merah merah tidak aman perih tapi lama lama kasar tekstur takut bakaln bruntus sedih sangat cocok langsung	0	0	[0.0584437]
tidak lengkap rasa tidak lebih kombinasi lembap sangat kering	1	1	[0.5261334]
ekspektasi tapi dehidrasi tinggi bagus tapi bruntus muncul banyak tidak bisa lembap suka bau tekstur	0	0	[0.05549601]
enak segar lebih cerah banyak vitamin harga	1	1	[0.93162566]
tidak panas merah merah tidak buruk licin hasil panas repurchase tidak	0	0	[0.01196623]
takut tidak buruk tidak buruk timbul jerawat tidak buruk walaupun	0	0	[0.01141915]
tidak bisa ngecontrol cepat resap tidak normal tidak whitecast tekstur tidak ringan gampang diblend tidak padat gampang sedia repurchase gampang	1	1	[0.9951295]
tidak sabar nyata hasil bagus super suka bagus eksfoliasi hasil tidak puas halus jerawat cepat kering	1	1	[0.91379416]
angkat kotor tapi tidak waterproof tinggal tuang kapas wangi tidak aneh aneh tidak hilang efek negatif	1	1	[0.93384504]
lupa akhir memutusakan nyata cocok cocok tidak hilang jerawat efek lebih cerah tapi butuh lama hasil cerah wangi enak segar tekstur enak tidak kering rasa bersih	1	1	[0.92767346]
lebih banyak tapi tidak buruk salah jerawat parah gatal tidak kotor angkat kotor tidak buruk tapi bagus cair	0	0	[0.03259727]
lama tekstur cair mudah resap tapi tidak kering tapi kusam dekil walaupun tidak whitecast hidrasi lembap lebih lembap	0	1	[0.96467537]
lembap tapi lembap tarik tidak	1	0	[0.43839112]
favorit gentle tidak aneh bagus tidak kering lembap sejuk repurchase bagus gila kurang lebih	1	1	[0.9370034]
jerawat tidak sedikit tapi besar merah tidak pede tutupin langsung tidak jerawat besar angkat jerawat darah kotor puas tapi recovered scar kecewa tidak scar besar jenglong bekas hitam lebih bekas belum pudar	0	0	[0.02085528]
jerawat radang pusing aman tidak aman akhir rekomendasi cantik bagus tidak aman walaupun tidak sedikit cukup telunjuk cukup bersih tidak sedikit busa hasil tidak efek cerah lebih kencang tapi bukan kering tarik	1	1	[0.88882804]
angkat minyak bau enak lembut busa lama jerawat kering tidak	0	1	[0.7635662]
ngerekomen bisa bruntus jerawat akhir dingin tapi bau sanitizer sakit kurang lebih iritasi gatal bump kecil rata bintik merah def tidak	0	0	[0.01802939]
banyak penasaran tekstur ringan bau lama ringan efek lembap tapi tidak efek cerah efek cerah maksimal putih rahasia seriesnya	1	1	[0.9667008]
cocok tapi lama kelam tidak buruk kering merah jerawat akhir lebar tuang telunjuk totol rembes sedikit	0	0	[0.07083717]
tarik lembap gel jatuh lembap tapi nyata rasa tebal susah serap jatuh lengket rasa kusam lembap gel lebih mudah serap akhirnyanga tib hasil jelek	0	1	[0.580259]
segar lebih flawles tahan lama tekstur ringan tidak ringan tidak masalah harga cukup murah	1	1	[0.9884848]
jerawat prone sering bagus jerawat internet banyak rekomendasi harga murah banyak namun tidak tidak khasiat tidak repurchase	0	0	[0.39469463]
favorit tidak normal kombinasi bisa harga cocok minyak enak mao rekomendasi	1	1	[0.98054045]
nyata cocok lebih cerah campurin lembap kering lembap kenyal cerah rekomendasi	1	1	[0.9726882]
aroma enak ampuh cerah lembap lama harga murah tapi cepat suka terbaek direpurchase	1	1	[0.949344]
efek timbul bintik kecil putih jerawat tidak nerusin bagus	0	0	[0.09522623]
racun mantap jerawat bruntus tidak merah jerawat muncul refining tidak hilang suka	1	1	[0.69931006]
populer sesal busa busa banyak lembut tapi banyak busa tidak sempurna rasa tarik kering tidak	0	0	[0.39497697]
jerawat rasa tidak efek tidam kempes jerawat hilang jerawat tidak ngerasin jerawat timbul	0	0	[0.05822277]
tidak jelek tidak angkat tarik jerawat bagus tipis enak tidak harga mahal jerawat sesal	0	0	[0.2003608]
bagus parah busa halus tidak kering kasar segar wangi kombinasi tapi super cocok tidak normal kering suka rekomendasi	1	1	[0.9715123]
bruntus parah jerawat banyak notolin jerawat bruntus sunguh tidak efek sedih rasa tenang jerawat tapi tidak mengeringakan kurang ampuh	0	0	[0.00801915]
tidak tinggal squeaky kering gentle tapi sangat tekstur busa bersih gel ones bersih thanfuly def	1	1	[0.79823303]
cocok formula ringan tidak striping walaupun tidak gel jerawat jerawat cepat kering jerawat kurang minyak efektif bersih pori	1	1	[0.71093273]
bagus bisa angkat minyak banyak tapi banyak kering busa lebih putih	1	1	[0.69433624]
jarang tidak buruk kondisi bebas masalah langsung muncul merah burns untung heal tenang gel	0	0	[0.12976885]
tidak kempes tapi tidak tambah jerawat tumbuh murah kempes muncul lebih baik jerawat	0	0	[0.02353349]
suka harga murah murah counter departement mal cocok gra banyak ngerave langsung komedo mungkun hidrasi cocok tapi hasil cocok akhir bantu	0	1	[0.8946682]
campur aduk bahasa desperately counter jerawat medication tapi aleviate jerawat beda efektif cegah timbul jerawat	0	0	[0.05346903]
rada sesal kecil sedikit tapi tidak sesal timbul jerawat gacuma jerawat tumbuh tapi proses purging tidak buruk kecewa cocok harga tidak buruk tapi tekstur tidak kering tarik repurchase tidak	0	0	[0.00171328]
suka awet cerah ceraj segar repurchase	1	1	[0.9582875]
tidak wangi tidak aman tidak panas dangak sumbangsih jerawat gank	0	0	[0.29732633]
enak dmuka halus beda tug halus cerah beda lama belum bagus prodaknya suka	1	1	[0.9370413]
salah kondisi kusam jerawat wangi suka tidak jerawat tinggal puanas bantu	1	1	[0.7313894]
baik tekstur gel bening tidak wangi tidak alkohol cocok sangat bukti beda tapi cocok rasa segar bersih rasa tarik kering pori pori lebih bersih milia bisa hilang senang	1	1	[0.8967174]
bagus hilang bekas jerawat bagus tarik tidak efek merah timbul bruntus banyak jidat akhir hilang bekas timbul jerawat sedih tidak buruk	0	0	[0.00257546]
jerawat sensitif tidak buruk ininkrn komedo banyak bruntus jelma jerawat tapi tidak efek baik negatif tidak repurchase	0	0	[0.04903814]
tidak kering tarik cocok lembap walaupun belum lembap	1	1	[0.8347577]
perih sensitif perih pakemake tidak aman sensitif hati dingin dingin jelek	0	1	[0.6750722]
asli kering gatal gila tidak tahan merah tidak buruk tidak buruk wakjah jerawat cocok cocok repurchase tidak	0	0	[0.02231804]
cantik ampuh serap jerawat cepat tapi tidak efek tidak buruk	0	0	[0.06732383]
sedih cocok repurchase tapi nyata tidak tidak buruk jerawat jerawat tidak besar rutin tapi lama hilang repurchase tidak	0	0	[0.02328351]
jerawat produs jerawat salep jerawat lama tapi tidak buruk tidak kering jerawat tidak pudar	0	0	[0.03760609]
busa lembut halus bruntus bersih bersih jerawat bintik kecil suka wangi enak	1	1	[0.8909528]
belum klairs vitamin tidak rasa halus tapi tidak efek tidak bruntus besar lobang repurchase tidak ngabis tidak bangke	0	0	[0.03935003]
suka tekstur gel mudah resap tidak normal walaupun penting tidak whitecast aktivitas lebih senang	1	1	[0.9923914]
sedikit kurang cocok rasa kering kering tapi suka tekstur gel enak bersih tapi kering	1	0	[0.45304105]
tidak buruk jerawat merah bersih susah tinggal butiranya bau tidak tidak suka walaupun tidak ganggu besar tidak	0	0	[0.03066519]
abu tapi warna warna tidak jerawat tidak tambah kurang bruntus bruntus jidat	1	0	[0.02788374]
senang cocok cerah serum tekstur gel tapi lengket efek cerah lebih serum lebih lebih segar tidak gampang jerawat jangan lupa bersih sarung tidak gampang kotor jerawat	1	1	[0.89085895]
bisa jerawat kering bisa jerawat tapi tumbuh jerawat banyak tidak sembuh walaupun banuak minyak lengket	0	0	[0.04350722]
alkohol kencang panas hasil akhir tapi rasa kering tambah kusam harga murah tapi tidak buruk kurang lembap	0	0	[0.03365278]
bagus tidak jerawat efek jelek suka tidak busa	1	1	[0.7727756]
suka bagus cerah bersih wajib rutin suka	1	1	[0.98063916]
rasa panas tidak buruk nyata bagus banding tapi jujur repurchase tidak	0	0	[0.03691971]
akhir putih bngun tdur rasa segar kencang ajib wajib jamin mantap	1	1	[0.9703859]
aroma segar tekstur mudah serap kecil mudah belum hasil lembap kenyal kurang lebih putih serum lebih kenyal bersih flek hitam kurang	1	1	[0.7967655]
gentle bersih tangal tidak sedikit belum higenis	1	1	[0.87989664]
banyak cocok tapi tidak sensitif minyak tidak sensitif bahan dalem tapi tidak buruk bruntus tambah banyak bruntus makin parah	0	0	[0.01016051]
facemist suka lembap belum cukup tahan lama tahan minyak bagus harga cukup	1	1	[0.95578945]
suka tekstur tidak panas tidak aman gantung nyaman cukup minyak tzone lama tidak aman sering belah rasa banyak jangan rugi	1	1	[0.86868215]
serba serbi sering lebih suka banding lebih suka tekstur ringan cepat resap lembap cerah kurang tapi suka bagus	1	1	[0.98086023]
tidak tidak kusam tapi merah tarik tidak buruk berhentin kemerahanya kurang	0	0	[0.03394482]
tekstur wangi enak tidak ganggu tapi parah bruntus capek prpduk tidak jarang jerawat tapi kusam nyerasih	0	0	[0.14133248]
bagus tapi lama rasa tarik lama rasa bersih gasukanya rada tarik tapi wangi segar cerah bagus jerawat tenang minyak lebih tarik keburu lebih gentle	1	1	[0.94266534]
tidak tidak suka jerawat super kering ngeletek ngeletek parah tapi tidak jerawat kering jerawat lecet nyebelinya susah susah bersih sedikit gera mengosok jerawat tapi tidak gosok acnol tidak muncul kering tumpuk pori pori	0	0	[0.00683945]
tekstur gemes super lembap lebih cerah sedikit penasaran hasil	1	1	[0.8930914]
salah safu favorit kalk lebih murah eheh hasil rutin cerah tidak jerawat	1	1	[0.9033895]
bersih aman bisa tenang jerawat tidak buruk tidak normal lebih banyak tidak busa	1	1	[0.742234]
rekomendasi akhir tapi tidak efek sth kami hampir jerawat prone tapi kombinasi serum	0	0	[0.2624417]
tidak efek totol jerawat tidak kempes rajin totol lama tidak skip capek tidak hasil tidak	0	0	[0.02916336]
beda berat lebih nyaman enak rangka lembap gampang langsung putus superindo senang belum repot tekstur beda lebih gel lebih mudah serap ringan wangi tapi tidak masalah nyaman tidak normal cepat resap hasil tapi belum repurchase kering kurang lembap kombinasi lebih kering lembap tapi tidak tahan nyaman tidak ringan aman tidak jerawat efek efek sedikit rasa cerah tapi efek rajin rekomendasi lembap ringan	1	1	[0.9834229]
sedih jerawat tidak ditumbuhin jerawat lembut kenyal tapi percuma jerawat muncul sakit huhuhuhuhu tidak buruk akhir kering	0	0	[0.00684559]
tidak kualitas bisa bagus harga super bekas bersih tekstur busa busa tebal super lembut angkat kotor residu cukup efektif hasil rasa lebih bersih lebih cerah suprisingly tidak kering cocok nyata tidak bisa bersih banyak busa sedikit kering tidak tidak toiletries murah riah rekomendasi	1	1	[0.90410465]
cocok tapi tumbuh jerawat jerawat kecil super kering tarik putih cocok cocok	0	0	[0.11075792]
jerawat prone tidak masalah reaksi tidak enak cekit cekit gatal rada perih sensitif alkohol akhir henti alkohol lebih aman	0	0	[0.05529961]
suka bisa bersih kotor bisa hilang rasa gatal sensitif segar lucu tidak bosan lucu	1	1	[0.9469189]
cwhite lembap makin cerah kenyal ringan mudah serap cerah regenerasi rekomendasi	1	1	[0.98609495]
aroma tidak tidak suka tekstur sedikit runy cepat resap jerawat prone sangat lembap tidak lebih lembap aman jerawat aktif segar tidak kapas tapi tapi rasa lebih irit hidrasi	1	1	[0.9400819]
busa tidak cinta tidak cepat langsung cerah rasa cantik wangi enak dingin akhir tidak tahan akhir tapi tidak kotor tidak tidak suka busa	1	1	[0.9256849]
normal super banyak muncul jerawat berfikir jerawat hilang muncul jerawat tidak	0	0	[0.03888765]
lebih cerah lembut tapi jerawat besar jidat jarang jerawat besar tapi tidak jerawat tambah jerawat besar	0	0	[0.04540601]
cocok kering susah cocok lembap abis akhir rutin tidak sesal putih rekomendasi	1	1	[0.9376711]
tidak buruk dasar susah cock busa banyak busa banyak efek sangat kering kesat panas muncul jerawat	0	0	[0.01899615]
pasta nyata gel dipakeinya gampang gatal gatal sedikit tapi smel something bau kecoa tidak tidak suka tidak bisa kering butuh sabar susah	0	0	[0.07536039]
tidak tidak suka sensasi tarik keras hasil bruntus dahi hidung campur apel hasil sedih bagus hilang bruntus tapi hasil	0	0	[0.00532207]
suka enak tidak ngagetin ngebatu longlasting wangi segar sangat tapi tidak ganggu babget wangi	1	1	[0.91435647]
lama tidak kering makin lembap tidak repot esense mahal afrodabel rekomendasi	1	1	[0.882355]
bagus mudah harga lebih awet besar mampu bersih kotor busa limpah bersih segar enak	1	1	[0.9842365]
belum ekspektasi lebih banyak cocok tapi nyata langsung muncul jerawat kecil tahan tapi hasil putus henti	0	0	[0.0222798]
bruntus parah jidat tidak efek putih wangi enak enak busa banyak kering tarik kering	0	0	[0.07109731]
enak bersih bisa angkat tapi tidak aman cocok tidak bingung suka bisa angkat kotor	0	1	[0.93254304]
bosan suka aroma busa banyak banyak tapi efek kering tidak cocok lembap	1	1	[0.82968163]
lembap tidak kesan ringan mudah serap alkohol tidak wangi tidak bagus licin langsung serap	1	1	[0.8862803]
tidak buruk minyak kesat tarik busa sedikit kurang suka rasa kurang bersih jerawat tapi tidak sedikit efek cerah tapi	0	0	[0.2894393]
enak tapi saran putih serum hasil lebih maksimal	1	1	[0.6347544]
takjub bagus cerah kenyal tahan lama lembap suka	1	1	[0.96048516]
pernyatan sesal akhir nyata tidak salah tidak buruk lendir siput lidah buaya tapi samar tekstur pori pori besar hasil jerawat	0	0	[0.09307814]
cukup segar segar tapi tidak geser kecil gampang tidak gampang pecah	1	1	[0.94132614]
bisa kempes hilang jerawat tapi tidak hasil jerawat tambah kering gatal pingir hidung	0	0	[0.05155012]
berat besar outdor enak bersih tapi tidak efek kering tarik	1	0	[0.3328297]
bersih bersih dasar bersih tidak kering sedikit busa bisa kering minyak aroma kurang senang	1	1	[0.90816]
pengaruh jerawat tidak gampang jerawat cepat kempes jerawat jerawat prone tapi rajin jerawat lebih walaupun jelek tapi cinta absolutly rekomendasi	1	1	[0.9542568]
hidrasi namun muncul jerawat jerawat lago muncul jerawat bau enak tekstur mudah serap	0	0	[0.05833539]
walaupun tapi akhirnyabya cukup lembap tapi tidak wajib tidak wangi enak cepat resap tidak sedikit buruk buruk mantap tinggal sunscrem timpa	1	1	[0.9542291]
namun cair gel tidak lebih lembap lock lembap tapi makin parah paksa rutin lama muncul bruntus jerawat jerawat	0	0	[0.07595971]
cocok himalayan nyata tidak buruk wangi tajam tapi enak komedo tapi tidak buruk lama kelam panas	0	0	[0.0183405]
rasa cekit cekit sedikit efek jerawat tidak tidak kempes tidak warna tidak bisa jerawat tidak enak	0	0	[0.05271944]
kaget nyata kesat tidak cepat langsung gatal gatal bruntus tidak untung sensitif	0	0	[0.0164676]
bagus bersih cukup lembut hilang lembut bersih kapas bersih tapi cukup lembut	1	1	[0.97940993]
cepat muncul bruntus parah bukan akhir henti akhir tidak kering langsung muncul bruntus makin parah tidak tidak	0	0	[0.00283894]
tekstur warna putih efek wangi enak ringan tapi tidak efek buruk woth harga	1	0	[0.38846195]
rada panas pingir hidung sensitif muncul jerawat hidung bebar henti jerawat	0	0	[0.01362011]
nightcream serum cerah terksturnya wenak tidak bagus cepat resap cerah suka bagus harga	1	1	[0.9798974]
malas belum bersih cerah bersih wangi tapi	1	1	[0.8920231]
rasa lebih cerah segar suka tidak maen banyak bagus wajib	1	1	[0.95696735]
bagus putih abu abu coklat suka bisa cerah tub makin minyak akhir	1	1	[0.70170784]
bagus angkat tidak aman sensitif tidak aman bersih bagus bersih	1	1	[0.97032154]
strugling lembap penasaran gel tekstur wangi lengket tidak gelisah hasil lembap garis halus pudar	1	1	[0.7218745]
kurang rekomendasi lengket bukan lembap lengket lendir penasaran lengket bruntus bgian jidat	0	0	[0.02411255]
tidak beda belah lebih baik cukup bau rata bau tidak masalah tidak kusam	1	0	[0.46347207]
suka busa lembut jerawat asli langsung kering efek hormon jelang bisa tidak jerawat	1	1	[0.5361284]
cocok kering hampir wangi enak tidak hilang jerawat tidak buruk tapi aman belum	1	1	[0.5693702]
bagus tidak kotor kotor minyak tidak bisa hapus maksimal tapi bagus tidak jerawat harga bisa	1	1	[0.9328309]
suka langsung cantik busa dahsyat rasa lembut sensitif lembap tidak jerawat tidak kering bisa gatal langsung bagus walaupun tidak kering salah rekomendasi	1	1	[0.911569]
bisa pudar bekas jerawat tapi tidak cepat repurchase tidak tendang masalah jerawat	1	1	[0.64722586]
rekomendasi bruntus jidat tapi reaksi makin lama makin banyak tidak tidak buruk harga	0	0	[0.04083169]
tidak buruk jerawat whiteheads butuh ering jerawat hampir bau enak efek tapi kurang mantap jerawat	0	0	[0.1187613]
tidak jelek harga tidak tapi suka tekstur tidak wangi angkat tidak efort tekstur halus bagus	1	1	[0.8962169]
harga murah tapi tidak efek tekstur gel warna tidak warna tidak kering tungu perih tidak efek tidak repurchase	0	0	[0.04043871]
cocok sbeleum jewarat kecil jerawat bisa kempes tidak hilang cukup ampuh hilang bekas jerawat repurchase	1	1	[0.8726313]
bosan belum bisa bersih residu bersih bersih tidak bagus nyaman tidak bisa	1	1	[0.9469191]
bagu tapi lebih jerawat bukan purging bekas bisa hana ardini analisa belum tidak buruk tapi efek brightningnya walaupun lebih	0	0	[0.0417113]
tapi kualitas gampang kecil bukan tidak jerawat susah mousterizer hidrasi cuil rasa halus cerah tidak bau tekstur tidak normal cepat serap kecil	1	1	[0.8040706]
senang cinta gentle gentle remover bisa bersih maksimal baik bau tidak harga super super suka	1	1	[0.9837412]
tekstur enak gel tidak buruk rasa panas timbul jerawat kondisi baik tidak	0	0	[0.02292967]
wangi enak tapi kacau rasa tarik parah minyak hilang tapi bngtan kering tapi tapi langsung besar bruntus tidak buruk	0	0	[0.01963109]
tekstur lama resap cocok proteksi bagus tidak hilang jerawat suka berat kusam tapi tidak whitecast	1	1	[0.93782216]
suka langsung tekstur tapi gampang wangi lembap cerah makin bagus aman aktivitas repurchase	1	1	[0.9709859]
racun member hasil hasil tidak tapi lembap tidak kering tidak sunscreny tekstur tidak tebal tapi tidak cair harga butuh repurchase sukabya	1	1	[0.7643999]
hitam ringan tidak rasa tenang lembap penasaran rang bagus makin penasaran sering cinta langsung tidak kombinasi	1	1	[0.95806426]
cocok lembut repurchase harga bisa lembap tekstur liquid bening tidak wangi rasa lembap bisa lebih lembap suple	1	1	[0.9622718]
serum belum lebih cerah tapi lama parah kusam henti mubadzir tidak notolin jerawat muncul hasil jerawat cepat kering noda bekas jerawat cepat hilang repurchase serum lebih cocok	0	0	[0.09421417]
mantap sensitif tidak efek lengket wangi nyaman hidung hapus baik nyamanya tidak	1	1	[0.8231008]
terfav tekstur enak cukup tebal tapi ringan tidak normal proteksi cukup tinggi bagus tidak malasezia super tapi tidak	1	1	[0.90656173]
harga murah hasil tidak ngalor tidak ngidul cerah tidak heboh tidak kering tandus wangi lembut tidak sangat	1	1	[0.6337782]
rasa lebih halus bagus busa tidak sedikit enak tapi tidak rasa efek lebih shirojyun lebih lembap	1	1	[0.7618995]
banyak saran nyata tidak buruk tumbuh jerawat bruntus tidak tidak suka tekstur banyak	0	0	[0.01343498]
lembap tekstur namun mudah serap bisa hidrasi lembap harga	1	1	[0.9200666]
cepat hilang bruntus jerawat besar besar campur apel tapi tidak apel takut apel mineral tidak jerawat jerawat batu tidak tidak	0	0	[0.00288594]
tarik bagus jerawat jerawat tapi nyata tidak buruk makin bermi tambah jerawat parah jerawat	0	0	[0.01867741]
favorit enak jerawat jarang muncul wangi segar	1	1	[0.8760346]
double bersih suka ampuh bersih aktivitas motor debu banyak bisa bersih repurchase lama lebih hemat	1	1	[0.95623696]
alkohol parfum tahan nafas bau alkohol parfum batuk batuk stings lembap dasar masalah perih tidak tolak people sensitif tapi walaupun sangat deliberately hasil akhir tidak hasn broke tapi tidak tidak repurchase unles reformulate tidak parfum alkohol	0	0	[0.04703197]
rata bagus akhir putus hasil lebih cerah lebih tidak kering tekstur halus tidak bagus rekomendasi	1	1	[0.9572892]
kecil semata wangi enak warna enak rasa bersih tidak kering tapi langsung muncul jerawat besar jidat wajar tapi muncul jerawat putus tidak kotor	0	0	[0.01345044]
bisa tidak kusam efek cerah bermingu tapi tarik super kering kombinasi akhir repurchase tidak	1	0	[0.27019528]
cerah tapi makin lama tidak tambah cerah henti kusam gantung akhir putus	0	0	[0.22367567]
ponakan tapi push busa enak bau dedaunan tapi tidak wangi rasa segar dingin ringan bersih rasa bisa kurang bruntus jerawat rutin penting	1	1	[0.91991484]
harga ckp trjgkau tidak bagus tidak alkholnya sedikit berat kusam lebih cerah tapi penting tidak bagus ckp bagus tapi repurchase smoga bisa mperbaiki makin cinta banyak	1	1	[0.9667851]
senang langsung busa rasa lebih segar rutin lebih bersih lebih cerah suka	1	1	[0.9769461]
tidak gosong dasar tidak normal bantu walaupun harga cukup mahal tapi	1	1	[0.9508791]
rasa puas bersih kotor tambah segar efek cerah sangat rekomendasi sedia	1	1	[0.9577241]
tidak jerawat tidak buruk tidak buruk langsung timbul bruntus jerawat iritasi gitui tapi takut tidak buruk	0	0	[0.00290716]
rekomendasi bagus harga mahal tapi tekstur tidak parfum aded aman sensitif hypoalergenic tidak lembap iritasi lembap bersih kotor tenang sensitif tidak merah merah	1	1	[0.9310993]
eksfoliasi langsung komedo bruntus langsung hempas tapi lama kelam kebal tidak efek	1	0	[0.3479994]
penting penting rekomendasi markicob rasa kusam tumbuh bruntus dahi jerawat bukan lama bruntus tidak lebih tambah langsung putus	0	0	[0.04350251]
tidak buruk jerawat super wangi tidak tusuk tapi gel tidak buruk jerawat batu bruntus tapi jerawat batu kaya tidak buruk	0	0	[0.00091222]
ringan ringan ive hidrasi serum belum ringanya rasa kesat tidak tekstur hampir mirip lembap rata tekstur runy serap lama tapi tidak rasa minyak butuh hidrasi lebih hidrasi serum belum hasil rasa kenyal lama belum reaksi negatif kep bisa holygrail	1	1	[0.89382076]
tambah minyak lembap tidak gelisah tapi cukup cocok	0	0	[0.31902152]
moga sehat dasar alami wuak saku mepet murah bisa banyak suka tekstur ringan gel sering hasil akhir tapi sedikit gataulah satin whitecast mudah serap tidak bagus wuak alkohol cukup tinggi kurang suka tapi suka alkohol bisa bantu serap sensation anice	1	1	[0.9558878]
recently favorit tesktur busa tebal enak bersih pori pori cocok sensirif gampang merah bersih rasa tidak licin licin tidak efek tarik	1	1	[0.8201177]
anti lembap lembap lama belum cocok gampang jerawat susah cocok lembap gel masalah bruntusanlah jerawat tidak ekspektasi banyak bisa lembap jerawat parah jerawat pelipis serum jerawat bau segar perih tidak gampang	1	0	[0.16464454]
tidak tidak suka bau super parfum belum efek eum moga bisa baik	0	0	[0.38898993]
jarang jerawat tapi bukan tidak rasa tidak lebih jerawat tidak kotor cerah claimsnya rasa tidak progres hampir henti tidak serum tapi tidak akhir henti tidak	0	0	[0.00201666]
mantuls jagat rutin anjak jujur lembap lama tidak rasa kering	0	1	[0.7382616]
bisa cerah tekstur wangi enak langsung kesat langsung cerah bisa cerah keren	1	1	[0.96289957]
gencar hasil bagus langsung gatal bruntus merah langsung henti kering cepat bruntus	0	0	[0.03747424]
tidak jelek tidak atomy tapi atomy tarik putus segel lea pricilia	1	0	[0.23807892]
tidak putih cast mudah resap hasil tidak jerawat bruntus kekuranganya gampang salah lembap lembap belum perih kecil cepat	1	1	[0.9395133]
efek belum lama kelam efek cerah makin cerah bisa cerah tapi negatif tidak kering lama kelam makin kering	0	1	[0.8304347]
tekstur gel tidak whitecast tapi bau apricotnya kuat tidak ganggu tidak super minus timpa geser cushionya kelupas tapi suka	1	1	[0.9277761]
baik repurchase banyak busa tidak kering tarik tapi tidak masalah	1	1	[0.67381144]
tidak buruk harga murah banyak tidak buruk tidak buruk tapi tidak tambah jerawat tekstur ringan busa banyak tapi tidak buruk	0	0	[0.00743628]
clay tekstur lengket oles panas brush panas untung hati tidak panas tapi tidak ering besar tidak tidak	0	0	[0.00547123]
cukup lembap wangi enak segar kecil bisa tapi flawles tidak concealer hasil bagus mulus tahan lama	1	1	[0.9798336]
dempul tapi lebih hasil lebih natural awet tidak banyak wangi suka aroma	1	1	[0.91205686]
