,Text_Final,tokens,label
10,lembut kenyal rutin cocok dasar beda,"['lembut', 'kenyal', 'rutin', 'cocok', 'dasar', 'beda']",1
11,saran parah minyak minyak kesat,"['saran', 'parah', 'minyak', 'minyak', 'kesat']",1
12,bagus tidak tunda beda tapi hilang jerawat kurang pengaruh lebih cerah tidak nextime tekstur susah kondisi lembap cair tidak abumaybe nextime,"['bagus', 'tidak', 'tunda', 'beda', 'tapi', 'hilang', 'jerawat', 'kurang', 'pengaruh', 'lebih', 'cerah', 'tidak', 'nextime', 'tekstur', 'susah', 'kondisi', 'lembap', 'cair', 'tidak', 'abumaybe', 'nextime']",1
13,parah bugdet tapi henti bruntus pleus sensasi panas repurchase tidak,"['parah', 'bugdet', 'tapi', 'henti', 'bruntus', 'pleus', 'sensasi', 'panas', 'repurchase', 'tidak']",0
14,tidak buruk enak cepat resap ngblend tekstur cair mudah muncul jerawat purging bersih hampir tidak sembuh jerawat tumbuh jatuh jerawat sedih,"['tidak', 'buruk', 'enak', 'cepat', 'resap', 'ngblend', 'tekstur', 'cair', 'mudah', 'muncul', 'jerawat', 'purging', 'bersih', 'hampir', 'tidak', 'sembuh', 'jerawat', 'tumbuh', 'jatuh', 'jerawat', 'sedih']",0
15,murah banyak whiteheads hidung belum tidak putih hidung kesal henti trauma,"['murah', 'banyak', 'whiteheads', 'hidung', 'belum', 'tidak', 'putih', 'hidung', 'kesal', 'henti', 'trauma']",0
16,enak dirutinin kilang minyak pori makin repurchase tidak lebih boster kombinasi,"['enak', 'dirutinin', 'kilang', 'minyak', 'pori', 'makin', 'repurchase', 'tidak', 'lebih', 'boster', 'kombinasi']",0
17,tidak buruk tapi aksih alkau tidak buruk vitamin reaksi kalu tidak tapi,"['tidak', 'buruk', 'tapi', 'aksih', 'alkau', 'tidak', 'buruk', 'vitamin', 'reaksi', 'kalu', 'tidak', 'tapi']",0
18,cocok hampir senang instead tidak banyak tekstur ringan kilap hasil bagus tapi tidak mutih harga murah bisa,"['cocok', 'hampir', 'senang', 'instead', 'tidak', 'banyak', 'tekstur', 'ringan', 'kilap', 'hasil', 'bagus', 'tapi', 'tidak', 'mutih', 'harga', 'murah', 'bisa']",1
19,jujur bukan butuh lia serum instastory belinda tidak sering awa muncul tidak lembap mahal budgetku mahal harga skimcare bayar ratus treamtemnt serum eksfoliasi eksfoliasi serum eyeserum hasil nyaman tidak bagus tinggi proteksi sekal repurchase,"['jujur', 'bukan', 'butuh', 'lia', 'serum', 'instastory', 'belinda', 'tidak', 'sering', 'awa', 'muncul', 'tidak', 'lembap', 'mahal', 'budgetku', 'mahal', 'harga', 'skimcare', 'bayar', 'ratus', 'treamtemnt', 'serum', 'eksfoliasi', 'eksfoliasi', 'serum', 'eyeserum', 'hasil', 'nyaman', 'tidak', 'bagus', 'tinggi', 'proteksi', 'sekal', 'repurchase']",1
20,jatuh tidak henti tidak tapi yaudalah penting jerawat kempes tapi lama tidak makin minyak,"['jatuh', 'tidak', 'henti', 'tidak', 'tapi', 'yaudalah', 'penting', 'jerawat', 'kempes', 'tapi', 'lama', 'tidak', 'makin', 'minyak']",0
21,belum akhir cocok akhir tidak efek tambah minyak belum tidak buruk,"['belum', 'akhir', 'cocok', 'akhir', 'tidak', 'efek', 'tambah', 'minyak', 'belum', 'tidak', 'buruk']",0
22,lama hampir kynya gatal tidak parfum kombinasin ampule serum inisfre seads gel enak lebih kenyal lembut enak tidak aman belum,"['lama', 'hampir', 'kynya', 'gatal', 'tidak', 'parfum', 'kombinasin', 'ampule', 'serum', 'inisfre', 'seads', 'gel', 'enak', 'lebih', 'kenyal', 'lembut', 'enak', 'tidak', 'aman', 'belum']",1
23,bagus jerawat kempes tidak bekas tapi minyak akhir muncul bruntus bagus hasil bersih bagus,"['bagus', 'jerawat', 'kempes', 'tidak', 'bekas', 'tapi', 'minyak', 'akhir', 'muncul', 'bruntus', 'bagus', 'hasil', 'bersih', 'bagus']",0
24,banyak bagus tapi muncul bruntus karea lembap tidak gelisah tekstur lendir jerawat,"['banyak', 'bagus', 'tapi', 'muncul', 'bruntus', 'karea', 'lembap', 'tidak', 'gelisah', 'tekstur', 'lendir', 'jerawat']",0
25,helo lebih baik sangat rekomendasi waterproof,"['helo', 'lebih', 'baik', 'sangat', 'rekomendasi', 'waterproof']",1
26,jerawat parah tidak buruk jerawat muncul kering rasa tarik untung cocok harga murah,"['jerawat', 'parah', 'tidak', 'buruk', 'jerawat', 'muncul', 'kering', 'rasa', 'tarik', 'untung', 'cocok', 'harga', 'murah']",0
27,senang harga banyak bagus tapi tidak buruk langsung bersih cerah tapi langsung tumbuh jerawat panas walaupun,"['senang', 'harga', 'banyak', 'bagus', 'tapi', 'tidak', 'buruk', 'langsung', 'bersih', 'cerah', 'tapi', 'langsung', 'tumbuh', 'jerawat', 'panas', 'walaupun']",0
28,sangat bedan cerah tapi sedikit kering tapi tidak kelupas tapi suka efek cerah busa wangi enak tidak ganggu harga murah,"['sangat', 'bedan', 'cerah', 'tapi', 'sedikit', 'kering', 'tapi', 'tidak', 'kelupas', 'tapi', 'suka', 'efek', 'cerah', 'busa', 'wangi', 'enak', 'tidak', 'ganggu', 'harga', 'murah']",1
29,favorit bisa angkat minyak bersih sedikit kering jerawat cepat kering jerawat rekomendasi tapi sedikit mahal,"['favorit', 'bisa', 'angkat', 'minyak', 'bersih', 'sedikit', 'kering', 'jerawat', 'cepat', 'kering', 'jerawat', 'rekomendasi', 'tapi', 'sedikit', 'mahal']",1
30,enak wangi segar kesat tapi bentol bentol kecil super gatal tapi henti tapi luarbiasa gatal,"['enak', 'wangi', 'segar', 'kesat', 'tapi', 'bentol', 'bentol', 'kecil', 'super', 'gatal', 'tapi', 'henti', 'tapi', 'luarbiasa', 'gatal']",0
31,jerawat jerawat bruntus banyak jidat suka jerawat kering tapi tidak cepat kelam lebih tarik akhir henti tidak tidak suka tarik rekomendasi jerawat bisa,"['jerawat', 'jerawat', 'bruntus', 'banyak', 'jidat', 'suka', 'jerawat', 'kering', 'tapi', 'tidak', 'cepat', 'kelam', 'lebih', 'tarik', 'akhir', 'henti', 'tidak', 'tidak', 'suka', 'tarik', 'rekomendasi', 'jerawat', 'bisa']",0
32,tidak tapi pepsodent lembap tapi nyata tidak buruk panas makin parah minyak muncul jerawat komedo,"['tidak', 'tapi', 'pepsodent', 'lembap', 'tapi', 'nyata', 'tidak', 'buruk', 'panas', 'makin', 'parah', 'minyak', 'muncul', 'jerawat', 'komedo']",0
33,bagus murah cocok suka wangi mudah sering baik rekomendasi,"['bagus', 'murah', 'cocok', 'suka', 'wangi', 'mudah', 'sering', 'baik', 'rekomendasi']",1
34,tidak buruk langsung bruntus purging nyata makin makin parah akhir henti tidak tolak tidak,"['tidak', 'buruk', 'langsung', 'bruntus', 'purging', 'nyata', 'makin', 'makin', 'parah', 'akhir', 'henti', 'tidak', 'tolak', 'tidak']",0
35,tidak asli palsu cantik enak kenyal cerah tapi tidak kesan kenyal palsu tidak buruk,"['tidak', 'asli', 'palsu', 'cantik', 'enak', 'kenyal', 'cerah', 'tapi', 'tidak', 'kesan', 'kenyal', 'palsu', 'tidak', 'buruk']",0
36,kusam kusam langsung jerawat merah jidat hidung langsung tidak,"['kusam', 'kusam', 'langsung', 'jerawat', 'merah', 'jidat', 'hidung', 'langsung', 'tidak']",0
37,tidak puas super bagus tenang jerawat jerawat langsung kurang bekas jerawat baik super rekomendasi son,"['tidak', 'puas', 'super', 'bagus', 'tenang', 'jerawat', 'jerawat', 'langsung', 'kurang', 'bekas', 'jerawat', 'baik', 'super', 'rekomendasi', 'son']",1
38,nyata bagus tekstur padat susah rata wangi kurang cocok tapi langsung bersih cerah walaupun pantai tidak gosong,"['nyata', 'bagus', 'tekstur', 'padat', 'susah', 'rata', 'wangi', 'kurang', 'cocok', 'tapi', 'langsung', 'bersih', 'cerah', 'walaupun', 'pantai', 'tidak', 'gosong']",1
39,murah obat jerawat tapi tidak jerawat tidak efek tidak tapi hasil repurchase tidak lebih ampuh,"['murah', 'obat', 'jerawat', 'tapi', 'tidak', 'jerawat', 'tidak', 'efek', 'tidak', 'tapi', 'hasil', 'repurchase', 'tidak', 'lebih', 'ampuh']",0
40,ampuh angkat minyak kesat henti tapi rekomendasi,"['ampuh', 'angkat', 'minyak', 'kesat', 'henti', 'tapi', 'rekomendasi']",0
41,lembap belang nyata bantu balikin warna tekstur warna putih tapi ngikutin warna tapi tidak tambang minyak,"['lembap', 'belang', 'nyata', 'bantu', 'balikin', 'warna', 'tekstur', 'warna', 'putih', 'tapi', 'ngikutin', 'warna', 'tapi', 'tidak', 'tambang', 'minyak']",1
42,racun aman aman tapi besokanya muncul bruntus jidat purging tambah posthink proses makin tambah tumbuh jerawat tidak hilang jerawat tidak berani tidak buruk ketemen hasil proses detox tapi makin banyak jerawat bruntus ngestopin,"['racun', 'aman', 'aman', 'tapi', 'besokanya', 'muncul', 'bruntus', 'jidat', 'purging', 'tambah', 'posthink', 'proses', 'makin', 'tambah', 'tumbuh', 'jerawat', 'tidak', 'hilang', 'jerawat', 'tidak', 'berani', 'tidak', 'buruk', 'ketemen', 'hasil', 'proses', 'detox', 'tapi', 'makin', 'banyak', 'jerawat', 'bruntus', 'ngestopin']",0
43,putih rahasia lembap cerah wangi tidak putih rahasia,"['putih', 'rahasia', 'lembap', 'cerah', 'wangi', 'tidak', 'putih', 'rahasia']",1
44,tekstur putih wangi belum sedikit gosok busa belum lembut halus cerah tidak buruk kering tidak tolak sensitif kering,"['tekstur', 'putih', 'wangi', 'belum', 'sedikit', 'gosok', 'busa', 'belum', 'lembut', 'halus', 'cerah', 'tidak', 'buruk', 'kering', 'tidak', 'tolak', 'sensitif', 'kering']",0
45,riview bagus murah tidak buruk uwh sedih langsung panas perih bakar dmuka hilang nglembapin cerah tapi langsung tetot jerawat dmuka besar dor hidung pori langsung tidak bisa tambah jerawat pori tmbh besar babay itulqh cocok,"['riview', 'bagus', 'murah', 'tidak', 'buruk', 'uwh', 'sedih', 'langsung', 'panas', 'perih', 'bakar', 'dmuka', 'hilang', 'nglembapin', 'cerah', 'tapi', 'langsung', 'tetot', 'jerawat', 'dmuka', 'besar', 'dor', 'hidung', 'pori', 'langsung', 'tidak', 'bisa', 'tambah', 'jerawat', 'pori', 'tmbh', 'besar', 'babay', 'itulqh', 'cocok']",0
46,suka vitamin lembap langsung lebih segar lebih lembap lebih cerah banding belum lembap lembap gampang resap invest lembap rutin,"['suka', 'vitamin', 'lembap', 'langsung', 'lebih', 'segar', 'lebih', 'lembap', 'lebih', 'cerah', 'banding', 'belum', 'lembap', 'lembap', 'gampang', 'resap', 'invest', 'lembap', 'rutin']",1
47,cocok tidak sensitif cocok bagus wangi rekomendasi hasil bagus,"['cocok', 'tidak', 'sensitif', 'cocok', 'bagus', 'wangi', 'rekomendasi', 'hasil', 'bagus']",1
48,segar vitamin ringan bisa lirik halus baik gampang pouch kokoh bau bau tapi tidak kuat aman sensitif bebauan tidak buruk lembap tapi belum enak repurchase,"['segar', 'vitamin', 'ringan', 'bisa', 'lirik', 'halus', 'baik', 'gampang', 'pouch', 'kokoh', 'bau', 'bau', 'tapi', 'tidak', 'kuat', 'aman', 'sensitif', 'bebauan', 'tidak', 'buruk', 'lembap', 'tapi', 'belum', 'enak', 'repurchase']",1
49,benci tapi cinta lembap jerawat pusing takut parah tapi sembuh receh tapi jerawat sembuh komedo tidak muncul nyata isopropyl mysristate nyata lembap repurchase,"['benci', 'tapi', 'cinta', 'lembap', 'jerawat', 'pusing', 'takut', 'parah', 'tapi', 'sembuh', 'receh', 'tapi', 'jerawat', 'sembuh', 'komedo', 'tidak', 'muncul', 'nyata', 'isopropyl', 'mysristate', 'nyata', 'lembap', 'repurchase']",1
50,cocok tidak hilang jerawat bisa cerah selfie putih kamera kekuranganya kurang bisa tahan minyak tapi henti manfaat minyak,"['cocok', 'tidak', 'hilang', 'jerawat', 'bisa', 'cerah', 'selfie', 'putih', 'kamera', 'kekuranganya', 'kurang', 'bisa', 'tahan', 'minyak', 'tapi', 'henti', 'manfaat', 'minyak']",1
51,jerawat rasa tidak gelisah licin tapi skinbarier rusak tidak buruk walaupun gentle,"['jerawat', 'rasa', 'tidak', 'gelisah', 'licin', 'tapi', 'skinbarier', 'rusak', 'tidak', 'buruk', 'walaupun', 'gentle']",0
52,lembap harga cukup lembap hasil hampir mirip efek cerah susah diblend rasa kering hasil abu abu akhir putus lembap,"['lembap', 'harga', 'cukup', 'lembap', 'hasil', 'hampir', 'mirip', 'efek', 'cerah', 'susah', 'diblend', 'rasa', 'kering', 'hasil', 'abu', 'abu', 'akhir', 'putus', 'lembap']",1
53,sering muncul ringan cocok rasa cerah cerah tapi sangat tidak buruk tidak kering muncul jerawat enak sangat mudah kecil,"['sering', 'muncul', 'ringan', 'cocok', 'rasa', 'cerah', 'cerah', 'tapi', 'sangat', 'tidak', 'buruk', 'tidak', 'kering', 'muncul', 'jerawat', 'enak', 'sangat', 'mudah', 'kecil']",0
54,jerawat tidak buruk dasar lembap ampuh tidak wangi harga murah performa keren,"['jerawat', 'tidak', 'buruk', 'dasar', 'lembap', 'ampuh', 'tidak', 'wangi', 'harga', 'murah', 'performa', 'keren']",1
55,pengaruh belang suka acara outdor tahan belum cocok hasil cerah tapi tidak tahan lama cocok,"['pengaruh', 'belang', 'suka', 'acara', 'outdor', 'tahan', 'belum', 'cocok', 'hasil', 'cerah', 'tapi', 'tidak', 'tahan', 'lama', 'cocok']",1
56,bisa hilang bekas jerawat tapi gagal lage totol bekas takut tapi bekas komedo tumbuh jerawat oia undereye bisa cerah sedikit,"['bisa', 'hilang', 'bekas', 'jerawat', 'tapi', 'gagal', 'lage', 'totol', 'bekas', 'takut', 'tapi', 'bekas', 'komedo', 'tumbuh', 'jerawat', 'oia', 'undereye', 'bisa', 'cerah', 'sedikit']",0
57,minyak sensitif tidak buruk baik tidak masalah tapi lama jerawat lebih baik belum banyak,"['minyak', 'sensitif', 'tidak', 'buruk', 'baik', 'tidak', 'masalah', 'tapi', 'lama', 'jerawat', 'lebih', 'baik', 'belum', 'banyak']",0
58,gel tapi tidak efek jerawat nongkrong boro boro kering tidak,"['gel', 'tapi', 'tidak', 'efek', 'jerawat', 'nongkrong', 'boro', 'boro', 'kering', 'tidak']",0
59,tidak skip penting sunface serum sangat semangat aman jerawat prone sensitif tidak hilang reaksi negatif tidak kalah penting tidak hilang whitecast,"['tidak', 'skip', 'penting', 'sunface', 'serum', 'sangat', 'semangat', 'aman', 'jerawat', 'prone', 'sensitif', 'tidak', 'hilang', 'reaksi', 'negatif', 'tidak', 'kalah', 'penting', 'tidak', 'hilang', 'whitecast']",1
60,harga kualitas cocok suka tapi beda cocok cocok tapi jujur ampuh angkat debu kotor bisa tidak buruk,"['harga', 'kualitas', 'cocok', 'suka', 'tapi', 'beda', 'cocok', 'cocok', 'tapi', 'jujur', 'ampuh', 'angkat', 'debu', 'kotor', 'bisa', 'tidak', 'buruk']",1
61,efek langsung lebih halus tekstur lebih baik mampu samar noda jerawat tidak efek negatif bukan sensitif,"['efek', 'langsung', 'lebih', 'halus', 'tekstur', 'lebih', 'baik', 'mampu', 'samar', 'noda', 'jerawat', 'tidak', 'efek', 'negatif', 'bukan', 'sensitif']",1
62,bagus repurchase cocok timbul jerawat hormon tidak hilang merah ganggu akhir lebih gentle tidak putus baik lebih tenang aman sensitif tidak tidak parabens tidak alkohol tidak lembap cocok cepat tapi tidak bisa cukup,"['bagus', 'repurchase', 'cocok', 'timbul', 'jerawat', 'hormon', 'tidak', 'hilang', 'merah', 'ganggu', 'akhir', 'lebih', 'gentle', 'tidak', 'putus', 'baik', 'lebih', 'tenang', 'aman', 'sensitif', 'tidak', 'tidak', 'parabens', 'tidak', 'alkohol', 'tidak', 'lembap', 'cocok', 'cepat', 'tapi', 'tidak', 'bisa', 'cukup']",1
63,kurang suka bau obat tidak tidak suka bau bagus tidak efek butuh hidrasi harga murah cocok,"['kurang', 'suka', 'bau', 'obat', 'tidak', 'tidak', 'suka', 'bau', 'bagus', 'tidak', 'efek', 'butuh', 'hidrasi', 'harga', 'murah', 'cocok']",0
64,populer rasa komedo hidung tambah banyak tidak belum rasa tidak buruk lama sedih,"['populer', 'rasa', 'komedo', 'hidung', 'tambah', 'banyak', 'tidak', 'belum', 'rasa', 'tidak', 'buruk', 'lama', 'sedih']",0
65,suka bantu bersih hasil akhir tidak normal busa repurchase tapi tidak rasa makin minyak kurang bersih,"['suka', 'bantu', 'bersih', 'hasil', 'akhir', 'tidak', 'normal', 'busa', 'repurchase', 'tapi', 'tidak', 'rasa', 'makin', 'minyak', 'kurang', 'bersih']",0
66,jerawat jerawat tekstur lembut busa gampang kurang suka gel susah jerawat bagus tenang tidak kering tarik,"['jerawat', 'jerawat', 'tekstur', 'lembut', 'busa', 'gampang', 'kurang', 'suka', 'gel', 'susah', 'jerawat', 'bagus', 'tenang', 'tidak', 'kering', 'tarik']",1
67,jerawat tidak sembuh ampuh bantu serum lebih optimal,"['jerawat', 'tidak', 'sembuh', 'ampuh', 'bantu', 'serum', 'lebih', 'optimal']",1
68,hya suka cair tapi ajaib busa gentle mampu angkat kotor debu noda bekas wangi segar lembut nyaman,"['hya', 'suka', 'cair', 'tapi', 'ajaib', 'busa', 'gentle', 'mampu', 'angkat', 'kotor', 'debu', 'noda', 'bekas', 'wangi', 'segar', 'lembut', 'nyaman']",1
69,lembap cocok bisa tahan minyak hasil tapi lembap kurang jerawat kurang harga murah,"['lembap', 'cocok', 'bisa', 'tahan', 'minyak', 'hasil', 'tapi', 'lembap', 'kurang', 'jerawat', 'kurang', 'harga', 'murah']",1
70,enak gentle tapi tidak tidak suka tarik rasa kering tidak cepat cepat lembap murah,"['enak', 'gentle', 'tapi', 'tidak', 'tidak', 'suka', 'tarik', 'rasa', 'kering', 'tidak', 'cepat', 'cepat', 'lembap', 'murah']",0
71,lembap harga murah ecer gitukan cerah tapi bruntus kering tidak bagus jilbab rusuh buruk buruk suka lengket tidak tidak suka tekstur,"['lembap', 'harga', 'murah', 'ecer', 'gitukan', 'cerah', 'tapi', 'bruntus', 'kering', 'tidak', 'bagus', 'jilbab', 'rusuh', 'buruk', 'buruk', 'suka', 'lengket', 'tidak', 'tidak', 'suka', 'tekstur']",0
72,lembap mampu masalah gelap kusam cocok jerawat ata bruntus lembap anti aging vitamin alami tekstur ringan mudah resap,"['lembap', 'mampu', 'masalah', 'gelap', 'kusam', 'cocok', 'jerawat', 'ata', 'bruntus', 'lembap', 'anti', 'aging', 'vitamin', 'alami', 'tekstur', 'ringan', 'mudah', 'resap']",1
73,belum cerah namun lengkap serum langsung muncul jerawat bruntus,"['belum', 'cerah', 'namun', 'lengkap', 'serum', 'langsung', 'muncul', 'jerawat', 'bruntus']",1
74,kampung gampang minyak jerawat tidak buruk jerawat besar besar tapi enak lembut cocok kering repurchase tidak,"['kampung', 'gampang', 'minyak', 'jerawat', 'tidak', 'buruk', 'jerawat', 'besar', 'besar', 'tapi', 'enak', 'lembut', 'cocok', 'kering', 'repurchase', 'tidak']",0
75,cerah makin makin cemas krntrntr rutin kering scrdr sononga kering tapi bersih kapas tidak bersih,"['cerah', 'makin', 'makin', 'cemas', 'krntrntr', 'rutin', 'kering', 'scrdr', 'sononga', 'kering', 'tapi', 'bersih', 'kapas', 'tidak', 'bersih']",1
76,mahal penasaran bagus tidak efek tidak kusam kusam jemur tidak panas jerawat kelar tidak,"['mahal', 'penasaran', 'bagus', 'tidak', 'efek', 'tidak', 'kusam', 'kusam', 'jemur', 'tidak', 'panas', 'jerawat', 'kelar', 'tidak']",0
77,belum harga murah segar tapi langsung bruntus tidak tidak wangi ganggu,"['belum', 'harga', 'murah', 'segar', 'tapi', 'langsung', 'bruntus', 'tidak', 'tidak', 'wangi', 'ganggu']",0
78,jarang bau kurang lebih segar angkat mati lebih cerah tidak masalah,"['jarang', 'bau', 'kurang', 'lebih', 'segar', 'angkat', 'mati', 'lebih', 'cerah', 'tidak', 'masalah']",1
79,kering bagus jerawat nyata lama muncul jerawat kecil repurchase tidak,"['kering', 'bagus', 'jerawat', 'nyata', 'lama', 'muncul', 'jerawat', 'kecil', 'repurchase', 'tidak']",0
80,tidak bruntus jerawat sensitif tidak buruk murah gampang tidak buruk,"['tidak', 'bruntus', 'jerawat', 'sensitif', 'tidak', 'buruk', 'murah', 'gampang', 'tidak', 'buruk']",0
81,hasil lebih lebih lebih segar lembap lama tidak reaksi negatif hasil beda kurang suka aroma wangi butiranya besar,"['hasil', 'lebih', 'lebih', 'lebih', 'segar', 'lembap', 'lama', 'tidak', 'reaksi', 'negatif', 'hasil', 'beda', 'kurang', 'suka', 'aroma', 'wangi', 'butiranya', 'besar']",1
82,tidak buruk jerawat tidak kempes jerawat rasa dingin tidak kering jerawat warna keruh tidak wangi,"['tidak', 'buruk', 'jerawat', 'tidak', 'kempes', 'jerawat', 'rasa', 'dingin', 'tidak', 'kering', 'jerawat', 'warna', 'keruh', 'tidak', 'wangi']",0
83,amunisi jerawat kurang efektif sensasi rasa adang kurang tapi kempes jerawat sedikit lama lebih gantung jerawat tapi harga murah termafkan,"['amunisi', 'jerawat', 'kurang', 'efektif', 'sensasi', 'rasa', 'adang', 'kurang', 'tapi', 'kempes', 'jerawat', 'sedikit', 'lama', 'lebih', 'gantung', 'jerawat', 'tapi', 'harga', 'murah', 'termafkan']",0
84,busa cinta hasil racun cantik tapi populer bagus mampu bersih juara busa tidak bosan busa banyak banyak bingung busa hasil banyak banyak awet henti cukup tinggi alami masalah konsultasi saran rendah,"['busa', 'cinta', 'hasil', 'racun', 'cantik', 'tapi', 'populer', 'bagus', 'mampu', 'bersih', 'juara', 'busa', 'tidak', 'bosan', 'busa', 'banyak', 'banyak', 'bingung', 'busa', 'hasil', 'banyak', 'banyak', 'awet', 'henti', 'cukup', 'tinggi', 'alami', 'masalah', 'konsultasi', 'saran', 'rendah']",1
85,tidak tidak suka hasil kering tapi kusam tapi friends,"['tidak', 'tidak', 'suka', 'hasil', 'kering', 'tapi', 'kusam', 'tapi', 'friends']",0
86,suka busa ringan tidak kering langsung jatuh cinta suka,"['suka', 'busa', 'ringan', 'tidak', 'kering', 'langsung', 'jatuh', 'cinta', 'suka']",1
87,cerah lembap penasaran nyata cocok angkat kotor cerah tidak kering harga murah,"['cerah', 'lembap', 'penasaran', 'nyata', 'cocok', 'angkat', 'kotor', 'cerah', 'tidak', 'kering', 'harga', 'murah']",1
88,rekomendasi cerah kolagen cerah segar kuat dasar angkat kotor,"['rekomendasi', 'cerah', 'kolagen', 'cerah', 'segar', 'kuat', 'dasar', 'angkat', 'kotor']",1
89,suka tidak gampang tidak gosok gosok busa mudah cocok tekstr ringan tidak kering,"['suka', 'tidak', 'gampang', 'tidak', 'gosok', 'gosok', 'busa', 'mudah', 'cocok', 'tekstr', 'ringan', 'tidak', 'kering']",1
90,tidak bruntus dahi banyak cocok sedih tidak buruk brharap cocok akhir moga cocok,"['tidak', 'bruntus', 'dahi', 'banyak', 'cocok', 'sedih', 'tidak', 'buruk', 'brharap', 'cocok', 'akhir', 'moga', 'cocok']",0
91,cocok takut gampang jerawat tapi tidak buruk cocok dasar,"['cocok', 'takut', 'gampang', 'jerawat', 'tapi', 'tidak', 'buruk', 'cocok', 'dasar']",1
92,enak angkat kotor harga tidak gampang repurchase tidak cinta tidak jerawat cinta,"['enak', 'angkat', 'kotor', 'harga', 'tidak', 'gampang', 'repurchase', 'tidak', 'cinta', 'tidak', 'jerawat', 'cinta']",1
93,bagus mampu bersih lebih sangat rekomendasi jamin tidak sesal,"['bagus', 'mampu', 'bersih', 'lebih', 'sangat', 'rekomendasi', 'jamin', 'tidak', 'sesal']",1
94,alternatif malas bisa cerah tapi sedikit sedikit efek,"['alternatif', 'malas', 'bisa', 'cerah', 'tapi', 'sedikit', 'sedikit', 'efek']",1
