review,label
"(+) harganya terjangkau.
ga bikin lengket di kulit setelah dipake.
ga bikin wajah ku break out.
(-) susah ngeblend di wajah.
bikin wajahku kelihatannya berminyak dan kusam.
spf nya lumayan dikit karena cuma 30 PA+++",1
"(+) tekstur gel bener bener gel, enak banget di baurin. Pakai sedikit udah cukup. Wajah keliatan glowing. Lumayan melembabkan (-) kemasan jar dan gak ada spatula, ngambil produk jd harus taulah segimana ngambilnya, takutnya kebanyakan. Wanginya agak kurang suka cuma ga yang gitu ganggu.",1
"(+)Di pagi hari bangun, muka berasa kenyal dan lembab, lumayan membantu kurangin bruntusan, alcohol free, harga terjangkau. (-) jujur isinya dikit bgt dan sekarang juga kayanya jarang bgt buat didapetin, kayanya udah ganti nama jadi ""Garnier sakura white pinkish glow sleeping mask"", tapi ga tau juga, jadinya udah ga pke lagi.",1
"(+)Tbh ini efek toned up nya gitu tapi emang bisa mencerahkan juga. ada SPF 33 PA+++. ga komedogenic. (-) agak susah di blend karena teksturnya lumayan dry for a moisturizer, efek tone up nya gengges untuk org yg skintone nya medium - dark",1
"(Edit Review setelah lebih dari 1 bulan) sabun ini tipe yg busanya banyak setelah dikeluarkan dari pump nya tapi busanya berkurang setelah diaplikasikan ke muka, pake ini hanya pas pagi aja utk membersihkan sisa skincare semalam... efeknya tekstur kulit wajah jadi lebih baik lembab dan calming... waktu awal2 pemakaian emang berasa kurang cocok ternyata mungkin kulit aku masih menyesuaikan. Repurchase Maybe Yes kalo ada Disc 🤭",1
"(FOR SALE) Kalap banget belanja skincare sampe lupa kalo toner ini masih belum tersentuhðŸ˜­ Aku jual ajadeh jadi 85k, bagi yg minat bisa lewat ig ya @bungaprameswari_ atau WA 082340276191. Original udah pasti banget karna bisa tembus scan barcode di hologram kotaknya. SOLD",0
"(HONEST REVIEW) Ini facial foam pertama gw sih, pas smp nyobain karena ngeliat cewe bening banyak yg pake ini. Ehhh nyatanya bikin jerawat dong, padahal enaknya pas baru selesai cuci muka dia bikin putih gitu, tp efeknya cuma bentar udah lama ya balik lagi ke kulit semula hyung 😭",0
"(Jual Baru) Aku mau jual produk ini. bener2 blm dipake karna kakakku salah beli. yg mau boleh cek shopee : all_youwant.id ,, oiya kalo mau gratis ongkir nanti check out nya pas 12.12 ya dear. di temenku sih ini bagus banget katanya bikin cerah juga, cuman karena kulit ku berjerawat jd aku ga berani coba ini.",1
"(maaffff, aku salah review, harusnya review yang pearl white, malah review yang ini akwkw, kukira sama ternyata beda, abaikan aja yaa review ini.) gimanaa yahh, ni produk bagus kok, kalo masalah ngebersihin mah ini jauh lebih baik dari beberapa pesaingnya seperti garnier dan wardah, cumann, aku kurang suka sama finishingnya, yaa sesuai claim si emang ""0% residue"" tapi kek kurang suka aja ama finishing micellar water yang terlalu kering, kek ngga make apa apa loh, kalo pas ngebersihin bagian jerawat suka sakit gitu si, soalnya kek ngga da basah basahnya gitu, sebaliknya, aku juga kurang suka sama micellar water yang finishingnya terlalu basah juga, aku kek suka yang tengah tengah gitu loh, dan aku udah nemuin di rentang harga under 50k, cek aja di review ku yang laenn. Kembali ke review, sekarang kita bahas masalah ingredients, setelah ku kutip dari skincarisma, ini alcohol, paraben, fragrance freeâœ…, fyi, ni engga fungal acne safe yahâŒ. Packagingnya ini mah suka banget aku, beda dari yang lain di harganya, agak ribet si sebenere masi harus muter muter gitu, lebih praktis flip top sebenere, tapi suka aja gituu. Kalo kalian suka finishing yang kek kering ga make apa apa, you can bought this, aku ngasi bintang 4 karena kurang suka ama finishingnya ini, tapi aku udah make 1 tube ampe abis kok, btw ini baunya anehh akwksk.",0
"(PRELOVE) Ada kandungan Aha Bha tp kadarnya rendah, jadi aman dipake every day. Ngga bikin kering juga di muka setelah pake, typenya agak lembab gitu. Gw pake malem doang, tp emg ngga terlalu kuat angkat kotoranÂ² di muka, jd sebelumnya perlu pake cleansing oil/micellar. Kali aja minta bisa japri 087853430726.",0
"(PRELOVED - RP.60.000) DIJUAL KARENA BARU NYOBAIN SEMINGGU LEBIH TAPI MALAH MUNCUL JERAWATAN, PADAHAL TEKSTURNYA ENAK GA ADA BUSA DAN KERASA BERSIH. ISINYA MASIH 95% DAN DIBELI DI OFFICIAL STORE CETAPHIL TOKPED KARENA BARUU BGT. WA : 082381082183 ",0
"(preloved) cocok cocok aja sih buat toner exfoliator, tapi aku lebih cocok ke somethinc dan pad peeling gitu, aku punya masih 90% ada box juga belinya 189rb bagi yang mau wa ya 087708256970 aku jual 100rb aja masih banyak",0
"(PRELOVED) ukuran 150ml isi masih -/+ 90-95% (pemakaiannya dari april). cocok banget sama facial wash ini karena super gentle yet tetep bersihin muka banget sih, dan ini irit pemakaiannya serasa ga habis2 padahal waktu itu pake yg mini sizenya. Sekarang aku jual karena bosen pengen coba yang lain karena ini udah tube ke 2 akuu. boleh lgsg wa aja 081299209229",0
"(SOLD) First impression pake facial wash ini enak bgt karena busanya lembut dan ga bikin kulit ketarik. Tipe kulitku acne prone dan berharap bisa cocok dgn ingredients centella asiatica, tapi sayang bgt muka ku malah dibombardir sama jerawat yg mati satu tumbuh seribu😭 awalnya ku pikir hanya karena kulitku kaget aja pake skincare baru, ternyata emg ga cocok dan aku stop pemakaian setelah 3 hari karena ga mau ambil risiko jerawat tambah banyak. Tapi diluar sana banyak juga sih yg cocok pake ini, but it doesn't work for me. Aku jual 70k aja (facial wash+toner), chat aku di line ya @diraanti.",0
"(SOLD) NEW! Waktu itu beli sekali dan ngerasa cocok akhirnya beli 2 lgsg fullsize ternyata lamalama biasa aja dan aku malah gasuka. Satu dibuka msh setengah,satunya blm dibuka jd mau jual aja 15k. Dm ke ig @devitaart ya.",0
"(SOLD) Tekturnya unik bgtt, trs yg paling aku suka dia BIKIN GLOWING GT stlh make. Meresap nya jg cpt bgt. Tp klo pake nya kebanyakan jd lengket. Ini bgs bgt buat yg pake make up, jd nempel trs make up nya kaya tahan gt. Tp syg bgt di muka ku yg super oily ini dia krg nahan minyak. Itu doang yg aku krg suka. Selebihnya aku suka sama produk ini. Aku proloved krna aku pgn balik ke moist lama ku yg lbh bisa nahan minyak di mukaku:) Aku baru pke 3 hari dan make nya bnr2 dikit, soalnya seblm nya aku ud nntn review org2 jd aku g berani pke bnyk2 takut lengket hehe. 50k aj, jual rugi gpp deh:) Yg lg mau nyoba, blh ni wa aku aj 087774275899",1
"(SOLD). suka banget sama nih produk. klo dipake lembab banget dan agak lengket, cocoknya buat sleeping mask. bentuknya gel gitu. lumayan membantu menghilangkan bekas jerawat.tapi isinya kurang full sih, mungkin emang segitu klo cuma 40ml. Aku mau preloved, soalnya ada anti agingnya yg katanya blm dibutuhkan klo umur dibawah 30an. Dulu aku beli 2 di shopee, dijamin ori karena beli di rohto (toko official). 1 nya sedang kupake dan 1 nya masih utuh blm prnh kubuka, exp februari 2023. aku jualnya 85rb. ini harganya klo di guardian, 134rb.",1
"(Sold)Aku pake ini kurleb 1 minggu, dipake di malam hari aja, ga cocok digabungin sama serum Vit C aku huhuu, pdhl bagus banget wajah aku komedo dan sebumnya jd berkurang banget, aku mau PL isi masih 90%, 100k aja beli di sociolla 195k udah sold",1
"(SOLD)Facial wash ini bagus banget, tetap lembab meskipun sehabis cuci muka, cuman aku kurang suka karna ga ada fragrance nya, aromanya lebih kayak herbal gitu jadi aku kurang suka(aneh ya ðŸ˜…), mau aku preloved 50k aja isi masih 90% an, baru dipake 5 harian, beli di sociolla waktu itu 105k, kalau berminat bisa dm, banyak juga skincare dari some by mi yg aku preloved",1
"(update) udh kurleb make sebulan dan gada reaksi yg negatif di aku. enak bgt foamnya lembut bgt ga kasar, bikin seger, calming, ga bikin ketarik after finish nya. bnr bnr cinta bgt ah harus bgt dicoba ni buat km yg acne prone skin!! repurchase? ofc!!",1
"[FINAL THOUGHT] Make ini karena emg dpt bonus aja pas beli barang lain. Teksturnya kaya krim biasa aja, warnanya putih agak mengkilap. Wanginya boleh lah, pas diapply jadi agak matte dan agak cerah gitu. In the beginning it looks nice, but in the end it shows the truth. Leher dan muka gw gatel-gatel abis make ini, muka agak kusam, terus pilling. Yah sudah ku pakai di tangan aja deh sekalian ngabisin (edit: akhirnya di tangan aku jg ga cocok, jd gatel"" deh).",0
"[MUST HAVE ITEM] SUNSCREEN TERRINGAN GA BERASA PAKE SUNSCREEN MALAH SOOTHING KEK PAKE MOISTURIZER AJAAA😭😭😭 beli ini karna penasaran, kok rang orang pada bilang bagus bgt sih??? Udah gt kan doi sold out dimana-mana. Ya jadi makin penasaran dong kita🤪 eh setelah dicoba, ya pantes sold out mulu, emg seenak seringan pokoknya secinta itu sm sunscreen ini🥲❤️ waktu nyobain pertama tuh aku lgsg “wah fix kudu nyetok” wkwk dan ini udah tube ke-3 dan gaakan ganti2 deh🥺❤️ you oily-combi skin type must try this one guyzzzz 💖",1
"[packaging] : containernya terbuat dari kaca bening tapi ga tranparan, lumayan Besar untuk masuk pouch , tutupnya lumayan bisa dipake ngaca nih guys wkwk *canda* , untuk ukuran 30gram dengan packaging gini sih suka banget , Terkesan elegan. dibagian dalam container ada penutup lapisan dalem gitu , jadi aman banget Kalo dibawa kemana mana dan kebolak-balik ga akan tumpah langsung ke tutup. pokoknya aman!. cumaaa, at some point , it also made the container dirty , karna kadang kan ada yang mluber ke penutup bagian dalemnya, but i have 0 issues for that . [ingredients dsb] : si daily moisturizer wardah white secret ini udah mengandung SPF 35PA+++ ,jadi aman deh kulit klen dari UVA&UVB but gua personally tetep make sunscreen lagi setelah pake daily moisturizer ini . ingredients lengkapnya itu : licorice extract & vitaminB3 yang bekerja baik untuk mencerahkan kulit . Hyaluronic Acid dan pro vitamin B5 yang kerjanya ngelembabin dan ngejaga elastisitas kulit. dengan vitamin E gunanya itu sebagai antioxidant&extract jamur sbg anti iritasi . moisturizer, dia juga ngebantu proses pencerahan , memberi efek toneup juga . texturenya itu thick tapi mudah menyerap . [❤review jujur gua❤] : gua pake ini karna rekomendasi dari salah satu sOhabat, dan daily moisturizer ini juga kan noncomedogenic yang artinyaaa ga akan menyumbat pori yang nantinya bisa tumbuh jerawat . gua pake sedikit aja karna Kalo banyak banyak nanti terkesan dempul karna efek toneup nya , dan btw selain efek toneup dia juga ngebuat muka gua terlihat 🔥GLOWING🔥 . lumayan bagus buat ngelembabin kulit wajah gua dan ga menimbulkan breakout samsek so so I do love this product. repurchase? ofc, BUT if I got a new product with good ingredients more than this I think I might stop repurchase this product but idk when .",1
"[PRELOVED) Di aku bikin bruntusan di jidat mungkin karena alkoholnya dan fragrance ya huhu. Baru pake 4x masih banyak banget. Hb 30k, preloved 22k aja, ukuran yang kecil ya. Free ongkir lewat shopee, pengiriman dr jkt. Minat wa 088214611234",0
"[SOLD] isi masih lumayan banyak sekitar 65%, exp aman karena belinya tahun 2020. Alasan dijual gak cocok, kulit wajah jadi ngelupas ngelupas mungkin karena aku makenya tiap malem:( pernah nyoba dua bulan dipake seminggu 2 kali tetep aja perih di wajah:( dom surabaya - sidoarjo, bisa shopee juga. buat foto produknya bisa wa 081252940344",0
"[SOLD] Toner exfo kedua ku. Ini mild banget, terlaluuuu mild dan gentle. Aku kasih kesempatan satu bulan dan ternyata ga keliatan efeknya sama sekali di aku. Mungkin cocok utk pemula yg baru memulai perjalanan mencari exfoliating toner yg cocok, but that is not my case. It didnâ€™t work for me, hence the rating and review. Aku mau prelove aja, masih ada sisa 70%, expired jan 2023. Update: SOLD yaa ðŸ™",0
"[SUDAH ADA YG AMBIL YAA] Buat kalian yg cocok pakai ini ada yg mau gak? Gratis, bayar ongkirnya aja aku domisili tangsel. Aku baru pakai 2x dan sebenernya yg ini gaada efek negatif di aku dan ga bikin muka ketarik, cuman aku mau ganti sabun muka aja. Kalo mau langsung aja dm ke @stellaput16_ yaa",1
"*UPDATED* sunscreen tercocok! , lu bakal suka banget sama finish looknya kalo lu bisa nge blendnya , finishlooknya ngebuat gua glowing dan gua suka banget hahaha , sebenernya yang bikin gua suka adalah harganya sih dan kemudahan gua menemukan ini produk yang kaya kacang 😅😂.added ini 0% alcohol yang artinya alcohol free, dan buat gua st combi-oily yang sensitive dan acne prone , ini cocok~ .repurchase? ofc ! . *UPDATED* nah I think I might stop this product tho ,gua ngerasa makin kesini makin kusem although it actually has fine ingredients . I've found a new sunscreen prouduct now ): I am so sorry wardah.",1
"+ Mudah diblend (kyk pakai pelembab biasa)
+ Efek tone up nya smooth dan bs dibuild up sesuai keinginan
+ Meratakan warna kulit
+ Melembabkan
+ Wanginya manis (kyk biskuit kelapa campur susu)
+ Packaging kecil mungil dan ada lid pembatas lg setelah tutupnya dibuka
+ Ada SPF 30 PA++
+ Gk usah ditambahin bedak lg menurutku sudah cukup bagus u/ yg kulitnya normal atau dry (u/ yg kombinasi atau oily lebih baik diset bedak)
+ Murah (25 ribuan)
+ Mudah ditemukan
- Setelahnya jd gerah dan perih di bawah mata klo lg berkeringat (ditambah aku gmpg berkeringat)
- Kemasan jar harus colak colek, kurang praktis dan higienis",1
"✅Melembapkan
✅Memudarkan noda bekas jerawat. Overall suka. Udah 1 tahun pake ini diselingin dg yg citra orchid pink tergantung mood aja.
Repurchase? YES. Soalnya takut mau coba produk yg lain, muka saya cenderung sensitif, trauma dulu coba ini itu yg bikin jerawatan. ",1
"✨ Biore UV Watery Essence Aqua Rich ✨ 
🌸 Biore UV Watery Essence Botanical Peony🌸
Emang ini sunscreen terbaikk untuk wajah normal to oily💕 Kandungan nya yang watery base ini membuat dia mudah banget di blend di wajah dan cepet bgt menyerap di kulit, juga ada sensasi cooling nya pas kita pakai di kulit. Membuat kulit wajah lembab dan glowing tapi gak berminyak yg too much gitu. Dan juga dia ini tahan air ya, kalo keringetan gak luntur jadi aman deh. Aroma nya seger apa lagi yg varian botanical peony duh cinta banget💕 wangin nya kaya parfum yg enak bgt! Sempet pindah haluan ke sunscreen lain, tapi tetel balik lagi ke biore my luv❤️",1
"✨Facial foam yang paling bikin jatuh cinta ya ini. Udah gak bikin kering muka, malah bikin kulit aku terasa halus dan segar. busanya juga banyak banget, apalagi aromanya beh wangi banget. Buat aku yang suka make up aneh aneh, pake ini langsung bersih. Gak akan ganti ganti deh. Ini aja🌻",1
"✨Manfaat : *Membantu membuat kulit wajah bersih; *Mencerahkan kulit wajah; *Merawat kulit berjerawat; *Membuat kulit terasa halus dan segar. ✨Ingredients : *Centella Asiatica Extract; *Glutathione; *Niacinamide; *Salicylic Acid; *Glycyrrhizza Glabra (Licorice) Leaf Extract. ✨Notable Effect : *Anti Acne; *Anti Aging; *Anti Oxidant ; *Exfoliant: *Promotes Wound Healing; *Brightening; *Soothing & *Moisturize. ✨Yang perlu dinotice : * NO (Paraben, Alcohol , Silicone & Sulfate) ; *Fragrance & essential oil Free; * Fungal Acne Safe; * Sudah BPOM. ✨Cara Pakai : * 2x sehari, * Tekan pump sampe produk keluar, *Oleskan diwajah yang sudah dibasahi lalu pijat lembut, *Bilas hingga bersih. Produknya dari botol plastik bening, model pump (warna putih) gitu dan ada tutupnya. Begitu di pencet pumpnya makan langsung keluar Foam/busa. Suka nyaa dilengkapi dengan plastik wrapping lagi so pasti produk yang kita beli dijamin baru. Keterangan di produk cukup lengkap dan desainnya simple tapi cakep. Ada gambar daun centella lhoo. Ada wangi sekilas green tea gitu suka dehh..Bikin relax banget.. Walaupun teksturnya cai dan berwarna hijau muda tapi ketika di pencet langsung jadi foamnya yang berwarna putih. Foamnya memiliki busa melimpah tapi walaupun begitu tetap terasa lembut di kulit. Aku udah coba selama 2 minggu. Selama pemakaian tidak ada reaksi negatif/alergi apapun (tidak ada rasa gatal, perih ataupun panas). Kulit terasa bersih, lumayan kesat tapi tidak ada rasa kering ketarik malah abis cuci muka kulit terasa lembab, dan segar. Sesuai dengan klaim yah bisa membantu membersihkan sisa kotoran di wajah dan juga bikin wajah bebas minyak lhoo tanpa terasa kering dan ini cocok u/ double cleansing yah.. Menurut aku ini wajib di coba karena selain bisa untuk all skin type, acne prone dan sensitif, juga harganya yang terjangkau dan isinya banyak lhooo dan bentuknya itu lucu foam gituuu belum packagingnya gemes manjaaaa Mantap kannn yukk cuss cobainn.. ",1
"✨Pros: enak gampang apply, ga whitecast, no frag, lama-lama lembut diwajah, harganya affordable untuk ss, ga berat. 💔Cons: selalu nimbulin jerawat diaku setiap pakai ini padahal udh double cleansing dan ga dibiarin lama-lama😭😭😭😭",0
"✨Review Wardah White Secret Day Cream 35 PA+++✨ 17 ml
Klaim Produk:
-Melembabkan dan mencerahkan kulit
-Melindungi dari sinar UV A dan UV B
Menurutku:
Iya aku setuju day cream ini setelah dipake ada efek meratakan warna kulit (buat lebih cerah walaupun sedikit). Untuk melembabkan yaa lumayan lah, dan yaa aku suka produk ini karena kandungan SPF nya lumayan buat melindungi kulit dari sinar matahari🌞",1
"✨Sunscreen ini enak, ringan✨ karena ringan jadi gampang banget diaplikasiin ke wajah, tau lah kalo pake sunscreen itu kan mesti banyak banget yaa jadi aspek ini penting✨ Ngga ninggalin white cast dan aman dah dipakai banyak banyak✨ Affordable yeppp❣️ Amat recommended dan aku pasti bakal repurchase hihi🤍",1
"⭐️Warna Cream : Putih Agak Pink - Soft ⭐️Apply Di Kulit : Clear Sedikit Watery ⭐️Hasil : Glossy Terhidrasi ⭐️Efek 1 : Medium Glowing ⭐️Efek 2 : Hidrate 7 Jam ⭐️Efek 3 : Kenyal dan Lembut ⭐️Efek 4 : Memutihkan Skala 3 (1-5) ⭐️Kesimpulan : Sleeping Mask + Whitening, Tidak terlalu special namun tidak buruk. ⭐️ Cocok kulit : 1. kombinasi, 2. Kering maupun 3. Berminyak (Urutan 1 Best) ⭐️After 1 Month : Tidak membuat kulit jerawatan, iritiasi ataupun gejala lainnya ⭐️Tipe Kulit Saya : Kombinasi, Little Acne Porne, Whitehead, Pori T-Zone sedikit lebih besar ⭐️Repurchased : Nope, Just to Know ❤️",1
"🌈Highlighted ingredients— Butylene Glycol, Allantoin, Betaine Salicylate, Tea Tree Leaf Oil, Citric Acid 🌈Claims— low pH gel cleanser, gentle & non-stripping, good for acne-prone skin. FREE FROM alcohol, paraben, sulfates, fragrance 🌈Packaging, Texture, & Scent— Packaging fliptop tube. Teksturnya gel ringan, lembut, busanya sedikit. Wangi tea tree nya cukup kenceng pas di tube, tapi pas dibaur wanginya lgsg ilang 🌈Price— around IDR 59k/50ml; 149k/150ml🌈Experience & Review— gel cleanser lembut dan nyaman dipake! Busanya sedikit tapi gak yg sedikit bgt sampe minim busa…Setelah bilas ada sedikit efek “licin”, gaada efek kering/ketarik karena ada beberapa humektan di kandungan skincarenya. Aku saranin lgsg lanjut skincare-an karena kalo didiemin kelamaan abis cuci muka ga lgsg dilanjut skincare-an ntar bakal berasa sedikiit kering :”) Ohya, cleanser ini juga bantu ngontrol minyak berlebih dan bantu bikin jerawat lebih cepet kering karena ada citric acid & tea tree leaf oil🤍 overall, this product is worth to try~ especially if you have oily/combination skin",1
🌹aku pake ini bertahun tahun banget dari smp dan sekarang udah kuliah. bagus banget di aku. ngga ada efek ketarik. kalo abis pake ini rasanya lebih cerahan. sebagusss ituuuu udah puluhan kali aku restock pokoknyaa sukaaaaaaa. wanginya juga enak banget khas pond's gituu🌹,1
"🌼🍊Kegunaan atau fungsi utama dari produk Wardah C-Defense Face Mist ini adalah sebagai penyegar wajah. 🌼🍋Face mist dengan aroma jeruk ini dapat digunakan sebelum atau setelah menggunakan make-up. 🌼🍊Jika digunakan setelah memoles make-up, Wardah C-Defense Face Mist ini dapat bermanfaat sebagai setting spray yang menurut aku sendiri dan beberapa konsumen dapat membuat riasan lebih tahan lama.
🌼🍋Wardah C-Defense Face Mist diklaim mengandung Hi-Grade Vitamin C dan Natural Moisturizing Facting yang dapat membantu menjaga kelembapan dan elastisitas kulit. 🌼🍊Tapi menurut aku Face Mist ini juga baik sekali untuk yang memiliki kulit kering dan normal, atau kulit yang telah memperlihatkan tanda-tanda penuaan. 🌼🍋Namun Wardah C-Defense Face Mist ini tetap bisa digunakan pada kulit berminyak atau sensitif juga, karena semua itu tergantung kandungan yang terdapat di dalamnya, dan kondisi pada masing-masing kulit. 🌼🍊Sejauh ini aku fine-fine aja dengan produk ini, karena yang aku rasakan setelah penggunaan produk ini mampu membangkitkan kembali semangat tangguhnya kulit aku dengan Wardah C-Defense Face Mist yang praktis membuat kulitku jauh lebih segar seketika. 🌼🍋Kandungan Hi-Grade Vitamin C dan Natural Moisturizing Factor-nya juga membantu menjaga kelembaban dan elastisitas kulitku.🍊🌼",1
"🍁ringan, terbaik dari semua uv sunscreen loreal🍁g bikin keling berminyak ya pda akhirnya muncul minyak krn emang muka jenis berminyak (apalagi kalo kurang minum air putih )🍁pake tiap hari g bikin jerawat ( krn ada merk sunscreen yg bikin nih muka jerawatan 🍁meskipun dirumah tetep pake🍁sebelumnya gak pernah pake, panas panasan akhirnya kulit bermasalah🍁pake sunscreen wajib ya guys biar g cepet kliatan tua. contohnya nih gue🍁g bohong penting banget sunscreen, g cuma bikin gosong banget tp muka kliatan lebih tua dr umur🍁",1
"🍯Texture dan aroma
Sesuai judulnya, sunscreen ini berbentuk gel. Awalnya aku agak takut nih karena curiga bakal susah diblend. Ternyata tidak sama sekali sodara-sodara. Waktu diblend emang bikin efek ngeblock yang lumayan putih. Tapi aman banget buat aku karena ini gak ninggalin whitecast sama sekali, texturenya yang gel dan keliatan agak ngeblock ini bisa membantu cek bagian mana yang belum rata.
Awalnya juga aku takut sunscreen Wardah ini akan bikin wajahku kusam setelah pemakaian. Okay pas awal-awal apply memang bikin wajah agak kusam, tapi setelah berjam-jam dipakai kata mamaku sih wajahku lebih glowing dari biasanya wkwkwk🤣
Selain ituu, yang paling aku suka dari sunscreen ini gak pilling sama sekali meskipun sebelumnya aku pakai skincare berlayer-layer. Jujur susah banget nemuin sunscreen yang gak pilling. Yang lebih juara lagi adalah sunscreen ini gak ganggu sama sekali kalo setelahnya aku pake makeup, menurutku bisa dijadikan primer juga niih.
Buat aromanya sendiri aku gatau ini aroma apa yaa? Meskipun aku gak bisa namain, tapi aromanya menurutku segar dan gak ganggu sama sekali.
😻Likes
* Gak ada whitecast! Penting banget buat aku yang benci produk-produk ada whitecastnya.
* Mudah diblend. Meskipun agak ngeblock tapi aman banget, bisa jadi indikator tuh sunscreennya udah rata atau belum.
* Gak pilling.
* Kalo ditimpa makeup masih aman banget.
😾Dislikes
* Agak bikin kusam pas awal apply.",1
💛 Moisturizer NIGHT 🌜 #teksturnya aku paling suka dia light bgt dan lembutt alus bgt menurut aku kaya primer makeup yg gel gitu karna ada efek bluring alus dan lembab dikulit. #benefit cream ini jelas mencerahkan melembabkan bisa juga anti aging dan boleh bgt dipake primer makeup base #ingredients utamanya Niacinamide,1
